River,Core ID,Depth (cm),LOI (%),Dry bulk density (g/cc),Compression (%)
Savannah,12-12-10-2,3,15.6,1.0333,na
Savannah,12-12-10-2,5,15.9,1.425,na
Savannah,12-12-10-2,7,15.6,1.0426,na
Savannah,12-12-10-2,9,15.3,0.9096,na
Savannah,12-12-10-2,13,16.3,1.3871,na
Savannah,12-12-10-2,15,16.3,1.0435,na
Savannah,12-12-10-2,17,20.9,0.62,na
Savannah,12-12-10-2,19,20.6,0.8562,na
Savannah,12-12-10-2,23,26.3,0.5495,na
Savannah,12-12-10-2,25,36.6,0.458,na
Savannah,12-12-10-2,27,21.2,0.7778,na
Savannah,12-12-10-2,29,21.8,0.6939,na
Savannah,12-12-10-2,35,32.3,0.745,na
Savannah,12-12-10-2,45,26.2,0.4746,na
Savannah,12-12-10-2,55,31.9,0.4522,na
Savannah,12-12-10-2,65,17.9,0.7523,na
Savannah,12-12-10-2,75,15.5,1.4348,na
Savannah,12-12-10-2,85,14.5,1.4356,na
Savannah,12-12-10-2,95,12.1,0.9148,na
Savannah,12-12-10-2,105,12.3,1.0408,na
Savannah,12-12-10-2,115,9.76,1.0459,na
Savannah,12-12-10-2,125,9.26,1.4525,na
Savannah,12-12-10-2,132,10.6,1.2569,na
Savannah,12-12-10-2,133,10.9,0.9268,na
Savannah,12-12-10-2,134,11.2,1.2086,na
Savannah,12-12-10-2,135,11.1,1.236,na
Savannah,12-12-10-2,137,12.8,1.0019,na
Savannah,12-12-10-2,138,12.7,1.1587,na
Savannah,12-12-10-2,139,14.3,1.1781,na
Savannah,12-12-10-2,140,14.8,1.8854,na
Savannah,12-12-10-2,142,15.3,1.0717,na
Savannah,12-12-10-2,143,15.4,1.8934,na
Savannah,12-12-10-2,144,16.8,1.2255,na
Savannah,12-12-10-2,145,18.6,0.7588,na
Savannah,12-12-10-2,147,15.5,1.0692,na
Savannah,12-12-10-2,148,15.3,1.1408,na
Savannah,12-12-10-2,149,16.2,1.1207,na
Savannah,12-12-10-2,150,17.5,1.4671,na
Savannah,12-12-10-2,155,21.3,1.07,na
Savannah,12-12-10-2,165,18,0.9732,na
Savannah,12-12-10-2,175,14.8,1.401,na
Savannah,12-12-10-2,185,13.3,1.4352,na
Savannah,12-12-10-2,195,17,0.971,na
Savannah,12-12-10-2,202,19.9,1.4202,na
Savannah,12-12-10-2,204,9.8,1.2752,na
Savannah,12-12-10-2,212,11.5,0.9231,na
Savannah,12-12-10-2,215,25.1,0.7383,na
Savannah,12-12-10-2,222,9.64,1.1032,na
Savannah,12-12-10-2,225,19.4,0.9662,na
Savannah,12-12-10-2,232,18.7,0.7037,na
Savannah,12-12-10-2,235,19,1.0762,na
Savannah,12-12-10-2,242,13.3,1.0302,na
Savannah,12-12-10-2,245,13.5,1.1128,na
Savannah,12-12-10-2,252,10.7,1.3296,na
Savannah,12-12-10-2,255,10.1,1.1554,na
Savannah,12-12-10-2,262,12,0.6146,na
Savannah,12-12-10-2,265,28.1,0.3776,na
Savannah,12-12-10-2,272,20.8,0.6928,na
Savannah,12-12-10-2,275,20.3,1.0634,na
Savannah,12-12-10-2,282,23.8,0.6287,na
Savannah,12-12-10-2,285,15.8,1.2574,na
Savannah,12-12-10-2,292,23.5,1.081,na
Savannah,12-12-10-2,295,24.1,1.3722,na
Savannah,12-12-9-3,1,14.18,0.4019,na
Savannah,12-12-9-3,5,48.88,0.2046,na
Savannah,12-12-9-3,11,45.04,0.2229,na
Savannah,12-12-9-3,15,47.77,0.2261,na
Savannah,12-12-9-3,21,52.67,0.1876,na
Savannah,12-12-9-3,25,15.45,0.438066667,na
Savannah,12-12-9-3,31,8.51,0.7716,na
Savannah,12-12-9-3,35,8.02,0.8217,na
Savannah,12-12-9-3,41,6.45,1.1121,na
Savannah,12-12-9-3,45,6.62,1.0999,na
Savannah,12-12-9-3,51,7.6,1.0579,na
Savannah,12-12-9-3,55,9.82,0.8021,na
Savannah,12-12-9-3,61,8.56,0.626466667,na
Savannah,12-12-9-3,66,4.6,1.1076,na
Savannah,12-12-9-3,71,22.15,0.3757,na
Savannah,12-12-9-3,76,2.74,1.3596,na
Savannah,12-12-10-3,7,60.38,0.1093,na
Savannah,12-12-10-3,10,44.66,0.1498,na
Savannah,12-12-10-3,15,28.7,0.2331,na
Savannah,12-12-10-3,20,56.4,0.1445,na
Savannah,12-12-10-3,25,55.16,0.1394,na
Savannah,12-12-10-3,30,63.07,0.0872,na
Savannah,12-12-10-3,35,46.83,0.104,na
Savannah,12-12-10-3,40,44.58,0.155,na
Savannah,12-12-10-3,45,32.15,0.1639,na
Savannah,12-12-10-3,50,29.83,0.176,na
Savannah,12-12-10-3,55,34.88,0.1534,na
Savannah,12-12-10-3,60,25.27,0.239,na
Savannah,12-12-10-3,65,23.29,0.2091,na
Savannah,12-12-10-3,70,19.06,0.2524,na
Savannah,12-12-10-3,75,18.97,0.2946,na
Savannah,12-12-10-3,80,15.19,0.3923,na
Savannah,12-12-10-3,85,23.33,0.2902,na
Savannah,12-12-10-3,90,16.29,0.4672,na
Savannah,12-12-10-3,95,16.08,0.4385,na
Savannah,12-12-10-3,100,15.86,0.4149,na
Savannah,12-12-10-3,105,13.78,0.4324,na
Savannah,12-12-10-3,110,12.25,0.7976,na
Savannah,12-12-10-3,115,11.7,0.793,na
Savannah,12-12-10-3,120,11.24,0.7787,na
Savannah,12-12-10-3,125,11.18,0.7397,na
Savannah,12-12-10-3,130,10.45,0.6939,na
Savannah,12-12-10-3,133,12.51,0.6636,na
Savannah,12-12-10-3,135,13.27,0.8123,na
Savannah,12-12-10-3,137,14.57,0.6829,na
Savannah,12-12-10-3,139,14.42,0.5972,na
Savannah,12-12-10-3,143,22.4,0.5148,na
Savannah,12-12-10-3,145,27.05,0.336,na
Savannah,12-12-10-3,147,26.55,0.4174,na
Savannah,12-12-10-3,150,28.96,0.2541,na
Savannah,12-12-10-3,155,41.45,0.1672,na
Savannah,12-12-10-3,160,38.01,0.1681,na
Savannah,12-12-10-3,165,38.99,0.1775,na
Savannah,12-12-10-3,170,37.97,0.1841,na
Savannah,12-12-10-3,175,41.23,0.1426,na
Savannah,12-12-10-3,180,100,0.0322,na
Savannah,12-12-10-3,185,68.75,0.0864,na
Savannah,12-12-10-3,190,93.72,0.1179,na
Savannah,12-12-10-3,195,27.46,0.3267,na
Savannah,12-12-10-3,200,24.52,0.2631,na
Savannah,12-12-10-3,205,48.47,0.1694,na
Savannah,12-12-10-3,210,24.79,0.2783,na
Savannah,12-12-10-3,215,16.46,0.5024,na
Savannah,12-12-10-3,220,16.43,0.4826,na
Savannah,12-12-10-3,225,21.64,0.3314,na
Savannah,12-12-10-3,230,25.74,0.3461,na
Savannah,12-12-10-3,235,17.94,0.4582,na
Savannah,12-12-10-3,240,18.43,0.4595,na
Savannah,12-12-10-3,245,15.72,0.556,na
Savannah,12-12-10-3,250,21.13,0.2702,na
Savannah,12-12-10-3,255,27.7,0.2318,na
Savannah,12-12-10-3,260,25.35,0.3527,na
Savannah,12-12-10-3,265,24.75,0.3143,na
Savannah,12-12-10-3,270,27.66,0.2824,na
Savannah,12-12-10-3,275,38.37,0.1329,na
Savannah,12-12-10-3,280,24.57,0.2414,na
Savannah,12-12-10-3,285,13.66,0.506,na
Savannah,12-12-10-3,290,14.46,0.4967,na
Savannah,12-12-10-3,295,21.62,0.3672,na
Savannah,12-12-10-3,300,21.67,0.3576,na
Savannah,12-12-10-3,305,22.63,0.3116,na
Savannah,12-12-10-3,310,16.03,0.5459,na
Savannah,12-12-10-3,315,21.91,0.3783,na
Savannah,12-12-10-3,320,16.61,0.4058,na
Savannah,12-12-10-3,325,18.33,0.4349,na
Savannah,12-12-10-3,330,18.67,0.4638,na
Savannah,12-12-10-3,335,13.95,0.5342,na
Savannah,12-12-10-3,340,20.38,0.4371,na
Savannah,12-12-10-3,345,28.14,0.2751,na
Savannah,12-12-10-3,350,42.95,0.2163,na
Savannah,12-12-11-1,7,29.89,0.565,na
Savannah,12-12-11-1,8,30.24,0.3069,na
Savannah,12-12-11-1,12,33.21,0.1855,na
Savannah,12-12-11-1,15,25.21,0.1555,na
Savannah,12-12-11-1,17,20.95,0.976,na
Savannah,12-12-11-1,19,22.16,1.0177,na
Savannah,12-12-11-1,22,17.84,0.824,na
Savannah,12-12-11-1,23,18.14,1.2359,na
Savannah,12-12-11-1,25,16.38,0.8679,na
Savannah,12-12-11-1,27,16.81,1.749,na
Savannah,12-12-11-1,29,16.46,1.0595,na
Savannah,12-12-11-1,30,13.79,0.58,na
Savannah,12-12-11-1,36,15.92,1.4134,na
Savannah,12-12-11-1,40,11.11,0.54,na
Savannah,12-12-11-1,46,13.53,0.9187,na
Savannah,12-12-11-1,50,14.89,0.47,na
Savannah,12-12-11-1,56,18.14,0.8372,na
Savannah,12-12-11-1,60,14.71,0.34,na
Savannah,12-12-11-1,66,17.51,1.5188,na
Savannah,12-12-11-1,70,15.69,0.51,na
Savannah,12-12-11-1,76,15.15,1.1931,na
Savannah,12-12-11-1,80,12.12,0.66,na
Savannah,12-12-11-1,86,11.09,1.2626,na
Savannah,12-12-11-1,90,6.17,0.81,na
Savannah,12-12-11-1,96,8.41,1.2798,na
Savannah,12-12-11-1,100,24.24,0.4125,na
Savannah,12-12-11-1,106,9.03,1.136,na
Savannah,12-12-11-1,110,7.87,0.89,na
Savannah,12-12-11-1,116,7.9,1.4108,na
Savannah,12-12-11-1,120,6.38,0.94,na
Savannah,12-12-11-1,126,7.76,1.2642,na
Savannah,12-12-11-1,130,7.14,0.84,na
Savannah,12-12-11-1,137,7.87,1.4627,na
Savannah,12-12-11-1,140,9.21,0.76,na
Savannah,12-12-11-1,146,9.13,1.3177,na
Savannah,12-12-11-1,150,10.96,0.73,na
Savannah,12-12-11-1,157,20.79,0.8644,na
Savannah,12-12-11-1,160,14,0.5,na
Savannah,12-12-11-1,166,16.48,1.0595,na
Savannah,12-12-11-1,170,14.86,0.74,na
Savannah,12-12-11-1,176,12.79,1.2318,na
Savannah,12-12-11-1,180,10.23,0.88,na
Savannah,12-12-11-1,186,11.46,1.2144,na
Savannah,12-12-11-1,190,9.59,0.73,na
Savannah,12-12-11-1,196,10.44,1.2362,na
Savannah,12-12-11-1,200,44.83,0.87,na
Savannah,12-12-11-1,206,14.89,1.1816,na
Savannah,12-12-11-1,210,11.54,0.78,na
Savannah,12-12-11-1,216,15.43,1.0212,na
Savannah,12-12-11-1,220,14.81,0.54,na
Savannah,12-12-11-1,225,51.41,0.5462,na
Savannah,12-12-11-1,230,100,0.233333333,na
Savannah,12-12-11-1,235,21.96,1.1179,na
Savannah,12-12-11-1,240,36.84,0.19,na
Savannah,12-12-11-1,246,23.8,1.1082,na
Savannah,12-12-11-1,250,20.51,0.39,na
Savannah,12-12-11-1,257,21.37,0.8572,na
Savannah,12-12-11-1,260,25,0.32,na
Savannah,12-12-11-1,266,27.84,0.643,na
Savannah,12-12-11-1,270,5.63,1.42,na
Savannah,12-12-11-1,274,17.08,1.0743,na
Savannah,12-12-11-1,280,31.03,0.29,na
Savannah,12-12-11-1,286,8.78,1.1236,na
Savannah,12-12-11-1,290,6.17,0.81,na
Savannah,12-12-11-1,296,7.85,1.1723,na
Savannah,12-12-11-1,300,6.19,0.97,na
Savannah,12-12-11-1,306,4.07,1.2058,na
Savannah,12-12-11-1,310,1.19,0.84,na
Savannah,12-12-11-1,316,4.34,1.5032,na
Savannah,12-12-11-1,320,4.3,0.93,na
Waccamaw,11-11-3-1,1,41.83,0.272727273,37.1
Waccamaw,11-11-3-1,2,44.872,0.146892655,37.1
Waccamaw,11-11-3-1,3,53.158,0.325900515,37.1
Waccamaw,11-11-3-1,4,58.621,0.257092199,37.1
Waccamaw,11-11-3-1,5,60.993,0.25044405,37.1
Waccamaw,11-11-3-1,6,59.504,0.232245681,37.1
Waccamaw,11-11-3-1,7,55.797,0.261859583,37.1
Waccamaw,11-11-3-1,8,59.14,0.17816092,37.1
Waccamaw,11-11-3-1,9,62.963,0.149722736,37.1
Waccamaw,11-11-3-1,10,72.152,0.146025878,37.1
Waccamaw,11-11-3-1,11,74.286,0.06227758,37.1
Waccamaw,11-11-3-1,12,66.99,0.192523364,37.1
Waccamaw,11-11-3-1,13,66.304,0.17037037,37.1
Waccamaw,11-11-3-1,14,59.459,0.200723327,37.1
Waccamaw,11-11-3-1,15,54.745,0.258979206,37.1
Waccamaw,11-11-3-1,16,58.333,0.169014085,37.1
Waccamaw,11-11-3-1,17,24.405,0.326213592,37.1
Waccamaw,11-11-3-1,18,24.772,1.00733945,37.1
Waccamaw,11-11-3-1,19,25.468,0.510516252,37.1
Waccamaw,11-11-3-1,20,25.67,0.427868852,37.1
Waccamaw,11-11-3-1,21,24.39,0.225688073,37.1
Waccamaw,11-11-3-1,22,25.138,0.664220183,37.1
Waccamaw,11-11-3-1,23,24.286,0.258302583,37.1
Waccamaw,11-11-3-1,24,22.727,0.347826087,37.1
Waccamaw,11-11-3-1,25,24.257,0.38697318,37.1
Waccamaw,11-11-3-1,26,42.857,0.089908257,37.1
Waccamaw,11-11-3-1,27,40.741,0.236842105,37.1
Waccamaw,11-11-3-1,28,23.41,0.633699634,37.1
Waccamaw,11-11-3-1,29,25.275,0.179133858,37.1
Waccamaw,11-11-3-1,30,19.343,0.503676471,37.1
Waccamaw,11-11-3-1,31,21.25,0.29250457,37.1
Waccamaw,11-11-3-1,32,23.926,0.281034483,37.1
Waccamaw,11-11-3-1,33,22.822,0.435018051,37.1
Waccamaw,11-11-3-1,34,21.951,0.077212806,37.1
Waccamaw,11-11-3-1,35,22.727,0.248587571,37.1
Waccamaw,11-11-3-1,37,36.145,0.14874552,37.1
Waccamaw,11-11-3-1,38,24.211,0.178571429,37.1
Waccamaw,11-11-3-1,39,22.523,0.20441989,37.1
Waccamaw,11-11-3-1,40,22.606,0.709433962,37.1
Waccamaw,11-11-3-1,41,24.561,0.217973231,37.1
Waccamaw,11-11-3-1,42,22.956,0.628458498,37.1
Waccamaw,11-11-3-1,43,28.846,0.093189964,37.1
Waccamaw,11-11-3-1,44,20.548,0.125,37.1
Waccamaw,11-11-3-1,45,29.577,0.391544118,37.1
Waccamaw,11-11-3-1,46,28.571,0.138842975,37.1
Waccamaw,11-11-3-1,47,22.727,0.549019608,37.1
Waccamaw,11-11-3-1,48,25.322,0.422867514,37.1
Waccamaw,11-11-3-1,49,22.951,0.335164835,37.1
Waccamaw,11-11-3-1,50,22.541,0.446886447,37.1
Waccamaw,11-11-3-1,51,22.172,0.400362319,37.1
Waccamaw,11-11-3-1,53,21.831,0.252220249,37.1
Waccamaw,11-11-3-1,54,21.905,0.543103448,37.1
Waccamaw,11-11-3-1,55,24.37,0.217550274,37.1
Waccamaw,11-11-3-1,56,21.895,0.569832402,37.1
Waccamaw,11-11-3-1,57,21.676,0.632541133,37.1
Waccamaw,11-11-3-1,58,20.238,0.161538462,37.1
Waccamaw,11-11-3-1,59,21.586,0.409747292,37.1
Waccamaw,11-11-3-1,60,21.645,0.433395872,37.1
Waccamaw,11-11-3-1,61,22.338,0.914122137,37.1
Waccamaw,11-11-3-1,62,23.913,0.353166987,37.1
Waccamaw,11-11-3-1,63,30.66,0.80608365,37.1
Waccamaw,11-11-3-1,64,27.692,0.5078125,37.1
Waccamaw,11-11-3-1,65,29.719,0.434554974,37.1
Waccamaw,11-11-3-1,66,31.293,0.277882798,37.1
Waccamaw,11-11-3-1,67,34.021,0.173835125,37.1
Waccamaw,11-11-3-1,68,40.385,0.305283757,37.1
Waccamaw,11-11-3-1,69,44.767,0.33463035,37.1
Waccamaw,11-11-3-1,70,57.692,0.184724689,37.1
Waccamaw,11-11-3-1,71,44.318,0.338461538,37.1
Waccamaw,11-11-3-1,72,41.981,0.421471173,37.1
Waccamaw,11-11-3-1,73,51.531,0.363636364,37.1
Waccamaw,11-11-3-1,74,55.026,0.088029809,37.1
Waccamaw,11-11-3-1,75,54.225,0.065197429,37.1
Waccamaw,11-11-3-1,76,50.407,0.058156028,37.1
Waccamaw,11-11-3-1,77,41.358,0.0785645,37.1
Waccamaw,11-11-3-1,78,47.94,0.125175809,37.1
Waccamaw,11-11-3-1,79,38.136,0.103372755,37.1
Waccamaw,11-11-3-1,80,40.729,0.154823529,37.1
Waccamaw,11-11-3-1,81,38.889,0.237288136,37.1
Waccamaw,11-11-3-1,82,42.162,0.302782324,37.1
Waccamaw,11-11-3-1,83,39.855,0.237931034,37.1
Waccamaw,11-11-3-1,84,42.697,0.164206642,37.1
Waccamaw,11-11-3-1,85,39.744,0.15,37.1
Waccamaw,11-11-3-1,86,34.694,0.193675889,37.1
Waccamaw,11-11-2-1,3,31.343,1.34,45.07
Waccamaw,11-11-2-1,4,30.693,0.336666667,45.07
Waccamaw,11-11-2-1,8,29.333,1.5,45.07
Waccamaw,11-11-2-1,10,30.508,0.59,45.07
Waccamaw,11-11-2-1,13,31.034,1.16,45.07
Waccamaw,11-11-2-1,16,25.49,1.02,45.07
Waccamaw,11-11-2-1,18,23.622,1.693333333,45.07
Waccamaw,11-11-2-1,21,24.211,0.95,45.07
Waccamaw,11-11-2-1,23,24,1.75,45.07
Waccamaw,11-11-2-1,26,22.137,1.31,45.07
Waccamaw,11-11-2-1,28,21.488,1.613333333,45.07
Waccamaw,11-11-2-1,31,23.288,0.73,45.07
Waccamaw,11-11-2-1,33,29.825,1.14,45.07
Waccamaw,11-11-2-1,36,30,0.8,45.07
Waccamaw,11-11-2-1,38,40.385,1.04,45.07
Waccamaw,11-11-2-1,41,27.778,0.72,45.07
Waccamaw,11-11-2-1,43,24.409,1.27,45.07
Waccamaw,11-11-2-1,46,21.951,0.82,45.07
Waccamaw,11-11-2-1,48,22.297,1.48,45.07
Waccamaw,11-11-2-1,51,20.611,1.31,45.07
Waccamaw,11-11-2-1,53,22.876,1.53,45.07
Waccamaw,11-11-2-1,56,22.917,1.44,45.07
Waccamaw,11-11-2-1,58,22.791,2.15,45.07
Waccamaw,11-11-2-1,61,28.235,1.7,45.07
Waccamaw,11-11-2-1,63,27.326,1.72,45.07
Waccamaw,11-11-2-1,66,28.947,1.52,45.07
Waccamaw,11-11-2-1,68,28.019,2.07,45.07
Waccamaw,11-11-2-1,71,34.545,1.1,45.07
Waccamaw,11-11-2-1,73,44.737,1.14,45.07
Waccamaw,11-11-2-1,76,40.741,1.08,45.07
Waccamaw,11-11-2-1,78,58.974,0.78,45.07
Waccamaw,11-11-2-3,1,69.23076923,0.13,na
Waccamaw,11-11-2-3,3,86.66666667,0.0375,na
Waccamaw,11-11-2-3,5,73.21428571,0.07,na
Waccamaw,11-11-2-3,7,74.64788732,0.118333333,na
Waccamaw,11-11-2-3,9,71.27659574,0.208888889,na
Waccamaw,11-11-2-3,11,76.47058824,0.201481481,na
Waccamaw,11-11-2-3,13,70,0.416,na
Waccamaw,11-11-2-3,15,63.38028169,0.189333333,na
Waccamaw,11-11-2-3,17,76.875,0.355555556,na
Waccamaw,11-11-2-3,19,50,0.497777778,na
Waccamaw,11-11-2-3,21,68.57142857,0.233333333,na
Waccamaw,11-11-2-3,23,63.77952756,0.282222222,na
Waccamaw,11-11-2-3,25,79.33884298,0.268888889,na
Waccamaw,11-11-2-3,27,53.96825397,0.366545455,na
Waccamaw,11-11-2-3,29,83.09859155,0.236666667,na
Waccamaw,11-11-2-3,31,39.88764045,0.395555556,na
Waccamaw,11-11-2-3,33,77.77777778,0.108,na
Waccamaw,11-11-2-3,35,89.50617284,0.2592,na
Waccamaw,11-11-2-3,37,66.34615385,0.416,na
Waccamaw,11-11-2-3,39,69.64285714,0.298666667,na
Waccamaw,11-11-2-3,41,49.53271028,0.6848,na
Waccamaw,11-11-2-3,43,25,0.365714286,na
Waccamaw,11-11-2-3,45,25.45454545,0.733333333,na
Waccamaw,11-11-2-3,47,22.22222222,0.66,na
Waccamaw,11-11-2-3,49,29.8136646,0.858666667,na
Waccamaw,11-11-2-3,51,20.68965517,0.618666667,na
Waccamaw,11-11-2-3,53,12.03007519,0.341025641,na
Waccamaw,11-11-2-3,55,11.76470588,0.944444444,na
Waccamaw,11-11-2-3,57,10.09174312,0.558974359,na
Waccamaw,11-11-2-3,59,10.47297297,0.657777778,na
Waccamaw,11-11-2-3,61,13.63636364,0.977777778,na
Waccamaw,11-11-2-3,63,10.45751634,0.765,na
Waccamaw,11-11-2-3,65,13.44262295,0.915,na
Waccamaw,11-11-2-3,67,11.22807018,0.633333333,na
Waccamaw,11-11-2-3,69,7.936507937,0.42,na
Waccamaw,11-11-2-3,71,7.8125,0.96,na
Waccamaw,11-11-2-3,73,6.319702602,0.192142857,na
Waccamaw,11-11-2-3,75,6.230529595,0.208441558,na
Waccamaw,11-11-2-3,77,5.504587156,0.284347826,na
Waccamaw,11-11-2-3,79,4.941860465,0.215,na
Waccamaw,11-11-2-3,81,4.424778761,0.205454545,na
Waccamaw,11-11-2-3,83,3.846153846,0.312,na
Waccamaw,11-11-1-2,1,39.63963964,0.140952381,38.69
Waccamaw,11-11-1-2,2,39.02439024,0.1025,38.69
Waccamaw,11-11-1-2,3,36.45833333,0.192,38.69
Waccamaw,11-11-1-2,4,42.97520661,0.121,38.69
Waccamaw,11-11-1-2,5,39.33333333,0.15,38.69
Waccamaw,11-11-1-2,6,35.06493506,0.102666667,38.69
Waccamaw,11-11-1-2,7,40.47619048,0.07875,38.69
Waccamaw,11-11-1-2,8,37.28813559,0.196666667,38.69
Waccamaw,11-11-1-2,9,44.94382022,0.098888889,38.69
Waccamaw,11-11-1-2,10,45.65217391,0.115,38.69
Waccamaw,11-11-1-2,11,55,0.038095238,38.69
Waccamaw,11-11-1-2,12,43.07692308,0.108333333,38.69
Waccamaw,11-11-1-2,13,44.08602151,0.062,38.69
Waccamaw,11-11-1-2,14,49.5049505,0.089777778,38.69
Waccamaw,11-11-1-2,15,74.50980392,0.255,38.69
Waccamaw,11-11-1-2,16,58.97435897,0.04875,38.69
Waccamaw,11-11-1-2,17,46.83544304,0.056428571,38.69
Waccamaw,11-11-1-2,18,46.42857143,0.093333333,38.69
Waccamaw,11-11-1-2,19,13.3640553,0.206666667,38.69
Waccamaw,11-11-1-2,20,6.233062331,0.3075,38.69
Waccamaw,11-11-1-2,21,12.94117647,0.291428571,38.69
Waccamaw,11-11-1-2,22,11.34751773,0.134285714,38.69
Waccamaw,11-11-1-2,23,10.5,0.228571429,38.69
Waccamaw,11-11-1-2,24,11.65413534,0.236444444,38.69
Waccamaw,11-11-1-2,29,11.62790698,0.114666667,38.69
Waccamaw,11-11-1-2,30,14.28571429,0.084444444,38.69
Waccamaw,11-11-1-2,31,14.10788382,0.22952381,38.69
Waccamaw,11-11-1-2,32,14.11290323,0.157460317,38.69
Waccamaw,11-11-1-2,33,14.0969163,0.302666667,38.69
Waccamaw,11-11-1-2,34,13.51351351,0.185,38.69
Waccamaw,11-11-1-2,35,20.46783626,0.162857143,38.69
Waccamaw,11-11-1-2,45,28.75,0.266666667,38.69
Waccamaw,11-11-1-2,46,29.64824121,0.265333333,38.69
Waccamaw,11-11-1-2,47,35.45454545,0.104761905,38.69
Waccamaw,11-11-1-2,48,35.77235772,0.123,38.69
Waccamaw,11-11-1-2,49,36.61202186,0.081333333,38.69
Waccamaw,11-11-1-2,50,36.36363636,0.165,38.69
Waccamaw,11-11-1-2,51,36.4,0.103896104,38.69
Waccamaw,11-11-1-2,52,36.52173913,0.131428571,38.69
Waccamaw,11-11-1-2,53,36.96969697,0.1375,38.69
Waccamaw,11-11-1-2,54,35.1758794,0.132666667,38.69
Waccamaw,11-11-1-2,55,32.60869565,0.153333333,38.69
Waccamaw,11-11-1-2,56,33.33333333,0.204,38.69
Waccamaw,11-11-1-2,57,31.63841808,0.196666667,38.69
Waccamaw,11-11-1-2,58,33.33333333,0.144545455,38.69
Waccamaw,11-11-1-2,59,33.71757925,0.1735,38.69
Waccamaw,11-11-1-2,60,31.90184049,0.050153846,38.69
Waccamaw,11-11-1-2,61,31.72413793,0.207142857,38.69
Waccamaw,11-11-1-2,62,34.65346535,0.168333333,38.69
Waccamaw,11-11-1-2,63,30.87248322,0.141904762,38.69
Waccamaw,11-11-1-2,64,35.97122302,0.0695,38.69
Waccamaw,11-11-1-2,65,33.76068376,0.26,38.69
Waccamaw,11-11-1-2,66,34.88372093,0.143333333,38.69
Waccamaw,11-11-1-2,67,38.97058824,0.155428571,38.69
Waccamaw,11-11-1-2,74,28.31858407,0.161428571,38.69
Waccamaw,11-11-1-2,75,28.16091954,0.193333333,38.69
Waccamaw,11-11-1-2,76,25.46296296,0.135,38.69
Waccamaw,11-11-1-2,77,23.1884058,0.1725,38.69
Waccamaw,11-11-1-2,78,23.83419689,0.220571429,38.69
Waccamaw,11-11-1-2,79,24.13793103,0.2175,38.69
Waccamaw,11-11-1-2,80,32,0.142857143,38.69
Waccamaw,11-11-1-2,81,23.22097378,0.254285714,38.69
Waccamaw,11-11-1-2,82,24.71910112,0.178,38.69
Waccamaw,11-11-1-2,83,20.54380665,0.137916667,38.69
Waccamaw,11-11-1-2,84,25.13368984,0.207777778,38.69
Waccamaw,11-11-1-2,85,19.82378855,0.172952381,38.69
Waccamaw,11-11-1-2,86,21.12299465,0.311697836,38.69
Waccamaw,11-11-1-2,87,20.38216561,0.130833333,38.69
Waccamaw,11-11-1-2,88,19.6,0.208333333,38.69
Waccamaw,11-11-1-2,89,25.92592593,0.27,38.69
Waccamaw,11-11-1-2,96,28.68217054,0.122857143,38.69
Waccamaw,11-11-1-2,97,21.08843537,0.168,38.69
Waccamaw,11-11-1-2,98,25.53191489,0.141,38.69
Waccamaw,11-11-1-2,99,22.85714286,0.466666667,38.69
Waccamaw,11-11-1-2,100,23.42857143,0.583333333,38.69
Waccamaw,11-11-1-2,101,29.45736434,0.43,38.69
Waccamaw,11-11-1-2,102,22.22222222,0.468,38.69
