plot_name,tree_number,live,genus,species,fia_code,dbh,height,notes,use_for_allometry
Flamingo1_100,1,1,Avicennia,germinans,NA,7.4,9.25,,1
Flamingo1_100,2,1,Avicennia,germinans,NA,13.5,15.11,,1
Flamingo1_100,3,1,Avicennia,germinans,NA,10.7,13.69,,1
Flamingo1_100,4,1,Avicennia,germinans,NA,11.4,15.7,,1
Flamingo1_100,5,1,Avicennia,germinans,NA,11,11.19,,1
Flamingo1_100,6,1,Avicennia,germinans,NA,12.7,15.4,,1
Flamingo1_100,7,1,Laguncularia,racemosa,NA,13.2,17.44,,1
Flamingo1_100,8,1,Rhizophora,mangle,NA,13.7,10.79,,1
Flamingo1_100,9,1,Avicennia,germinans,NA,17.3,14.67,,1
Flamingo1_100,10,1,Avicennia,germinans,NA,20.7,14.5,,1
Flamingo1_100,11,1,Avicennia,germinans,NA,14.1,20.06,,1
Flamingo1_100,12,1,Laguncularia,racemosa,NA,15.1,16.01,,1
Flamingo1_100,13,1,Avicennia,germinans,NA,13.2,16.74,,1
Flamingo1_100,14,1,Laguncularia,racemosa,NA,8.6,11.35,,1
Flamingo1_100,15,1,Laguncularia,racemosa,NA,10.7,18.1,,1
Flamingo1_100,16,1,Laguncularia,racemosa,NA,28.1,17.88,,1
Flamingo1_100,17,1,Rhizophora,mangle,NA,15.8,16,,1
Flamingo1_100,18,1,Laguncularia,racemosa,NA,29.4,19.29,,1
Flamingo1_250,1,1,Laguncularia,racemosa,NA,5.9,10.05,,1
Flamingo1_250,2,1,Rhizophora,mangle,NA,6.7,7.99,,1
Flamingo1_250,3,1,Laguncularia,racemosa,NA,13.5,10.72,,1
Flamingo1_250,4,1,Laguncularia,racemosa,NA,6.8,9.4,,1
Flamingo1_250,5,1,Laguncularia,racemosa,NA,29.2,16.18,,1
Flamingo1_250,6,1,Rhizophora,mangle,NA,27.2,12.56,,1
Flamingo1_250,7,1,Rhizophora,mangle,NA,31.9,20.26,,1
Flamingo1_250,8,1,Laguncularia,racemosa,NA,23.8,18.06,,1
Flamingo1_250,9,1,Avicennia,germinans,NA,51.3,19.48,,1
Flamingo1_400,1,1,Laguncularia,racemosa,NA,16.1,15.43,,1
Flamingo1_400,2,1,Laguncularia,racemosa,NA,34.2,14.19,,1
Flamingo1_400,3,1,Laguncularia,racemosa,NA,9.9,21.63,,1
Flamingo1_400,4,1,Laguncularia,racemosa,NA,18.3,16.27,,1
Flamingo1_400,5,1,Rhizophora,mangle,NA,12.8,15.18,,1
Flamingo1_400,6,1,Laguncularia,racemosa,NA,17.6,15.13,,1
Flamingo1_400,7,1,Laguncularia,racemosa,NA,11.4,17.24,,1
Flamingo1_400,8,1,Laguncularia,racemosa,NA,8.3,10.12,,1
Flamingo1_400,9,1,Laguncularia,racemosa,NA,14.2,11.82,,1
Flamingo1_400,10,1,Laguncularia,racemosa,NA,12.8,12.08,,1
Flamingo1_400,11,1,Laguncularia,racemosa,NA,9,12.29,,1
Flamingo1_400,12,1,Laguncularia,racemosa,NA,9.4,20.68,,1
Flamingo1_400,13,1,Laguncularia,racemosa,NA,10.9,13.59,,1
Flamingo1_400,14,1,Rhizophora,mangle,NA,13.7,17.78,,1
Flamingo1_400,15,1,Avicennia,germinans,NA,24,17.79,,1
Flamingo1_400,16,1,Avicennia,germinans,NA,24.7,10.7,,1
Flamingo1_400,17,1,Laguncularia,racemosa,NA,17.6,12.36,,1
Flamingo1_400,18,1,Avicennia,germinans,NA,38.6,19.08,,1
Flamingo1_400,19,1,Avicennia,germinans,NA,36,15.39,,1
Flamingo1_400,20,1,Avicennia,germinans,NA,29.7,13.31,,1
Flamingo1_500,1,1,Avicennia,germinans,NA,26.9,14.41,,1
Flamingo1_500,2,1,Rhizophora,mangle,NA,9.1,12.45,,1
Flamingo1_500,3,1,Rhizophora,mangle,NA,7,10.07,,1
Flamingo1_500,4,1,Rhizophora,mangle,NA,9.6,8.81,,1
Flamingo1_500,5,1,Avicennia,germinans,NA,11.9,15.26,,1
Flamingo1_500,6,1,Avicennia,germinans,NA,17.9,16.11,,1
Flamingo1_500,7,1,Avicennia,germinans,NA,32.3,17.62,,1
Flamingo1_500,8,1,Rhizophora,mangle,NA,5.2,5.09,,1
Flamingo1_500,9,1,Rhizophora,mangle,NA,8.9,8.79,,1
Flamingo1_500,10,1,Rhizophora,mangle,NA,9,10.99,,1
Flamingo1_500,11,1,Rhizophora,mangle,NA,8.7,7.68,,1
Flamingo1_500,12,1,Rhizophora,mangle,NA,11.1,12.99,,1
Flamingo1_500,13,1,Rhizophora,mangle,NA,10.4,13.56,,1
Flamingo1_500,14,1,Rhizophora,mangle,NA,6.4,8.39,,1
Flamingo1_600,1,1,Laguncularia,racemosa,NA,6,14.5,,1
Flamingo1_600,2,1,Laguncularia,racemosa,NA,5,7.6,,1
Flamingo1_600,3,1,Laguncularia,racemosa,NA,7.2,13.78,,1
Flamingo1_600,4,1,Laguncularia,racemosa,NA,10,13.33,,1
Flamingo1_600,5,1,Laguncularia,racemosa,NA,6.1,11.54,,1
Flamingo1_600,6,1,Laguncularia,racemosa,NA,6.2,8.51,,1
Flamingo1_600,7,1,Laguncularia,racemosa,NA,9.3,18.19,,1
Flamingo1_600,8,1,Laguncularia,racemosa,NA,6.5,13.97,,1
Flamingo1_600,9,1,Laguncularia,racemosa,NA,9.4,17.07,,1
Flamingo1_600,10,1,Laguncularia,racemosa,NA,11.3,15.15,,1
Flamingo1_600,11,1,Laguncularia,racemosa,NA,5.2,11.59,,1
Flamingo1_600,12,1,Laguncularia,racemosa,NA,11.1,12.26,,1
Flamingo1_600,13,1,Laguncularia,racemosa,NA,7.7,10.28,,1
Flamingo1_600,14,1,Laguncularia,racemosa,NA,11.9,13.45,,1
Flamingo1_600,15,1,Avicennia,germinans,NA,38.3,16.46,,1
Flamingo1_600,16,1,Avicennia,germinans,NA,24.4,15.46,,1
Flamingo1_600,17,1,Avicennia,germinans,NA,39.1,18.87,,1
Flamingo1_600,18,1,Laguncularia,racemosa,NA,12.7,17.55,,1
Flamingo1_600,19,1,Laguncularia,racemosa,NA,13.7,16.32,,1
Flamingo1_600,20,1,Laguncularia,racemosa,NA,10,13.91,,1
Flamingo1_700,1,1,Laguncularia,racemosa,NA,10.8,11.24,,1
Flamingo1_700,2,1,Laguncularia,racemosa,NA,5.5,8.89,,1
Flamingo1_700,3,1,Laguncularia,racemosa,NA,5.2,8.73,,1
Flamingo1_700,4,1,Laguncularia,racemosa,NA,9.3,10.95,,1
Flamingo1_700,5,1,Laguncularia,racemosa,NA,6,10.08,,1
Flamingo1_700,6,1,Laguncularia,racemosa,NA,8.1,12.1,,1
Flamingo1_700,7,1,Laguncularia,racemosa,NA,6.4,11.89,,1
Flamingo1_700,8,1,Laguncularia,racemosa,NA,8.6,12.72,,1
Flamingo1_700,9,1,Laguncularia,racemosa,NA,9.1,12.86,,1
Flamingo1_700,10,1,Avicennia,germinans,NA,11.2,13.67,,1
Flamingo1_700,11,1,Laguncularia,racemosa,NA,7.4,13.38,,1
Flamingo2_100,1,1,Rhizophora,mangle,NA,7,10.74,,1
Flamingo2_100,2,1,Rhizophora,mangle,NA,13.5,12.31,,1
Flamingo2_100,3,1,Rhizophora,mangle,NA,9.8,10.34,,1
Flamingo2_100,4,1,Rhizophora,mangle,NA,12.6,10.81,,1
Flamingo2_100,5,1,Rhizophora,mangle,NA,12,14.84,,1
Flamingo2_100,6,1,Laguncularia,racemosa,NA,19,15.23,,1
Flamingo2_100,7,1,Avicennia,germinans,NA,25.8,14.83,,1
Flamingo2_100,8,1,Avicennia,germinans,NA,37.8,14.41,,1
Flamingo2_100,9,1,Rhizophora,mangle,NA,7.2,9.89,,1
Flamingo2_100,10,1,Rhizophora,mangle,NA,6,9,,1
Flamingo2_100,11,1,Laguncularia,racemosa,NA,10.1,15.26,,1
Flamingo2_100,12,1,Rhizophora,mangle,NA,9.7,12.8,,1
Flamingo2_100,13,1,Rhizophora,mangle,NA,7.6,11.92,,1
Flamingo2_100,14,1,Laguncularia,racemosa,NA,12.6,13.25,,1
Flamingo2_100,15,1,Avicennia,germinans,NA,12,15.74,,1
Flamingo2_100,16,1,Laguncularia,racemosa,NA,8.3,10.42,,1
Flamingo2_100,17,1,Laguncularia,racemosa,NA,15.3,14.85,,1
Flamingo2_100,18,1,Avicennia,germinans,NA,38.5,16.56,,1
Flamingo2_100,19,1,Avicennia,germinans,NA,11.4,12.75,,1
Flamingo2_100,20,1,Avicennia,germinans,NA,15.3,18.24,,1
Flamingo2_100,21,1,Laguncularia,racemosa,NA,20,15.25,,1
Flamingo2_100,22,1,Laguncularia,racemosa,NA,22,20.62,,1
Flamingo2_100,23,1,Avicennia,germinans,NA,26.3,20.43,,1
Flamingo2_100,24,1,Avicennia,germinans,NA,28.2,17.25,,1
Flamingo2_100,25,1,Avicennia,germinans,NA,32.7,15.71,,1
Flamingo2_100,26,1,Rhizophora,mangle,NA,19.4,15.78,,1
Flamingo2_100,27,1,Laguncularia,racemosa,NA,13.8,19.28,,1
Flamingo2_100,28,1,Rhizophora,mangle,NA,6.4,8,,1
Flamingo2_250,1,1,Laguncularia,racemosa,NA,9.3,11.15,,1
Flamingo2_250,2,1,Laguncularia,racemosa,NA,13.3,14.21,,1
Flamingo2_250,3,1,Laguncularia,racemosa,NA,23.9,13.59,,1
Flamingo2_250,4,1,Laguncularia,racemosa,NA,26.1,16.21,,1
Flamingo2_250,5,1,Laguncularia,racemosa,NA,21.6,12.47,,1
Flamingo2_250,6,1,Avicennia,germinans,NA,29.4,18.75,,1
Flamingo2_250,7,1,Rhizophora,mangle,NA,13.7,14.55,,1
Flamingo2_250,8,1,Avicennia,germinans,NA,37.8,19.16,,1
Flamingo2_250,9,1,Laguncularia,racemosa,NA,25.2,13.8,,1
Flamingo2_250,10,1,Laguncularia,racemosa,NA,21.6,14.35,,1
Flamingo2_250,11,1,Laguncularia,racemosa,NA,14.4,13.92,,1
Flamingo2_250,12,1,Laguncularia,racemosa,NA,24.6,16.43,,1
Flamingo2_250,13,1,Rhizophora,mangle,NA,21,13.52,,1
Flamingo2_250,14,1,Rhizophora,mangle,NA,28.7,19.85,,1
Flamingo2_550,1,1,Avicennia,germinans,NA,35.9,16.75,,1
Flamingo2_550,2,1,Rhizophora,mangle,NA,8.6,10.24,,1
Flamingo2_550,3,1,Rhizophora,mangle,NA,5.7,7.47,,1
Flamingo2_550,4,1,Laguncularia,racemosa,NA,21.2,16.73,,1
Flamingo2_550,5,1,Laguncularia,racemosa,NA,16.9,12.8,,1
Flamingo2_550,6,1,Laguncularia,racemosa,NA,21.4,12.08,,1
Flamingo2_550,7,1,Rhizophora,mangle,NA,21.3,19.2,,1
Flamingo2_550,8,1,Laguncularia,racemosa,NA,18.5,20.1,,1
Flamingo2_550,9,1,Avicennia,germinans,NA,20.2,20.48,,1
Flamingo2_550,10,1,Laguncularia,racemosa,NA,24.7,20.32,,1
Flamingo2_550,11,1,Laguncularia,racemosa,NA,12.2,12.32,,1
Flamingo2_550,12,1,Laguncularia,racemosa,NA,17,11.54,,1
Flamingo2_550,13,1,Laguncularia,racemosa,NA,8.7,8.38,,1
Flamingo2_550,14,1,Laguncularia,racemosa,NA,7.2,5.72,,1
Flamingo2_550,15,1,Avicennia,germinans,NA,17.5,14.4,,1
Flamingo2_550,16,1,Rhizophora,mangle,NA,17.7,11.57,,1
Flamingo2_550,17,1,Laguncularia,racemosa,NA,14.2,13.29,,1
Flamingo2_550,18,1,Laguncularia,racemosa,NA,9.5,13.67,,1
Flamingo2_650,1,1,Rhizophora,mangle,NA,25.8,15.16,,1
Flamingo2_650,2,1,Avicennia,germinans,NA,23.4,16.98,,1
Flamingo2_650,3,1,Laguncularia,racemosa,NA,23.8,14.41,,1
Flamingo2_650,4,1,Laguncularia,racemosa,NA,9.1,10.15,,1
Flamingo2_650,5,1,Laguncularia,racemosa,NA,14.4,9.57,,1
Flamingo2_650,6,1,Laguncularia,racemosa,NA,8,11.97,,1
Flamingo2_650,7,1,Avicennia,germinans,NA,34.4,22.2,,1
Flamingo2_650,8,1,Laguncularia,racemosa,NA,18.3,16.6,,1
Flamingo2_650,9,1,Laguncularia,racemosa,NA,27.9,14.65,,1
Flamingo2_650,10,1,Rhizophora,mangle,NA,14.5,12.24,,1
Flamingo2_650,11,1,Laguncularia,racemosa,NA,14.2,13.63,,1
Flamingo2_650,12,1,Rhizophora,mangle,NA,8.6,12.55,,1
Flamingo2_650,13,1,Rhizophora,mangle,NA,12.3,18.32,,1
Flamingo2_650,14,1,Laguncularia,racemosa,NA,22.2,19.5,,1
Flamingo2_650,15,1,Rhizophora,mangle,NA,16.4,24.62,,1
Flamingo2_650,16,1,Laguncularia,racemosa,NA,18.6,16.45,,1
Flamingo2_950,1,1,Rhizophora,mangle,NA,21.5,9.31,,1
Flamingo2_950,2,1,Rhizophora,mangle,NA,16.6,8.05,,1
Flamingo2_950,3,1,Rhizophora,mangle,NA,27,9.21,,1
Flamingo2_950,4,1,Rhizophora,mangle,NA,11,6.76,,1
Flamingo2_950,5,1,Avicennia,germinans,NA,31.6,12.92,,1
Flamingo2_950,6,1,Rhizophora,mangle,NA,16.2,13.2,,1
Flamingo2_950,7,1,Rhizophora,mangle,NA,21.4,12.24,,1
Flamingo2_950,8,1,Rhizophora,mangle,NA,19.4,15.34,,1
Flamingo2_950,9,1,Avicennia,germinans,NA,30,15.4,,1
Flamingo2_950,10,1,Rhizophora,mangle,NA,17.5,8.25,,1
Flamingo2_950,11,1,Rhizophora,mangle,NA,22.4,18.2,,1
Flamingo5B_133,1,1,Laguncularia,racemosa,NA,20.4,26.56,,1
Flamingo5B_133,2,1,Laguncularia,racemosa,NA,13.2,26.56,,1
Flamingo5B_133,3,1,Rhizophora,mangle,NA,19.8,20.16,,1
Flamingo5B_133,4,1,Rhizophora,mangle,NA,21.6,21.15,,1
Flamingo5B_133,5,1,Laguncularia,racemosa,NA,22.6,21.98,,1
Flamingo5B_133,6,1,Laguncularia,racemosa,NA,17.3,21.8,,1
Flamingo5B_133,7,1,Rhizophora,mangle,NA,31,28,,1
Flamingo5B_133,8,1,Rhizophora,mangle,NA,34,20.9,,1
Flamingo5B_133,9,1,Laguncularia,racemosa,NA,30.4,15.15,,1
Flamingo5B_133,10,1,Laguncularia,racemosa,NA,24.8,22.6,,1
Flamingo5B_133,11,1,Laguncularia,racemosa,NA,14,17.21,,0
Flamingo5B_133,12,1,Rhizophora,mangle,NA,14.5,19.94,,1
Flamingo5B_133,13,1,Laguncularia,racemosa,NA,27,23.15,,1
Flamingo5B_133,14,1,Rhizophora,mangle,NA,26,24.18,,1
Flamingo5B_133,15,1,Laguncularia,racemosa,NA,20.5,17.63,,1
Flamingo5B_133,16,1,Laguncularia,racemosa,NA,22,13.24,,1
Flamingo5B_133,17,1,Rhizophora,mangle,NA,23.607,19.1,,1
Flamingo5B_133,18,1,Laguncularia,racemosa,NA,25.3,20.26,,1
Flamingo5B_133,19,1,Rhizophora,mangle,NA,9.1,13.22,,1
Flamingo5B_133,20,1,Avicennia,germinans,NA,14.5,14.556,,1
Flamingo5B_133,21,1,Rhizophora,mangle,NA,19.86,17.23,,1
Flamingo5B_133,22,1,Laguncularia,racemosa,NA,20.18,17.39,,1
Flamingo5B_133,23,1,Rhizophora,mangle,NA,3.8477,9.24,,1
Flamingo5B_133,24,1,Rhizophora,mangle,NA,24.18,26,,1
Flamingo5B_133,25,1,Laguncularia,racemosa,NA,17.63,20.5,,1
Flamingo5B_133,26,1,Laguncularia,racemosa,NA,13.24,22,,1
Flamingo5B_133,27,1,Rhizophora,mangle,NA,19.1,23.607,,1
Flamingo5B_133,28,1,Laguncularia,racemosa,NA,20.26,25.3,,1
Flamingo5B_133,29,1,Rhizophora,mangle,NA,13.22,9.1,,1
Flamingo5B_133,30,1,Avicennia,germinans,NA,14.56,14.5,,1
Flamingo5B_133,31,1,Rhizophora,mangle,NA,17.23,19.86,,1
Flamingo5B_133,32,1,Laguncularia,racemosa,NA,17.39,20.18,,1
Flamingo5B_133,33,1,Rhizophora,mangle,NA,9.24,3.84,,1
