plot_name,tree_number,live,genus,species,fia_code,dbh,height,notes,use_for_allometry,biomass_fromard,biomass_day,biomass_smith,biomass_chave,density,treeArea
Flamingo5B_433,12,1,Rhizophora,mangle,NA,23.6,23.7,NA,1,0.475838122,0.581364401,0.183869916,0.396741274,0.897714286,0.043743536
Flamingo5B_433,14,1,Rhizophora,mangle,NA,18.6,17.62,NA,1,0.256225105,0.320041513,0.121766243,0.220933608,0.897714286,0.027171635
Flamingo5B_433,15,1,Rhizophora,mangle,NA,23.1,27.4,NA,1,0.450069075,0.550974395,0.177179037,0.37648264,0.897714286,0.041909631
Flamingo5B_633,1,1,Rhizophora,mangle,NA,14.5,14.84,NA,1,0.134104957,0.17142151,0.079127603,0.119202716,0.897714286,0.016512996
Flamingo5B_633,2,1,Rhizophora,mangle,NA,6.6,8.69,NA,1,0.017326157,0.023825609,0.020259585,0.016908196,0.897714286,0.003421194
Flamingo5B_633,3,1,Rhizophora,mangle,NA,14.3,15.41,NA,1,0.129348597,0.165554875,0.0772479,0.11515947,0.897714286,0.016060607
Flamingo5B_633,4,1,Rhizophora,mangle,NA,9.2,11.2,NA,1,0.041090022,0.054788865,0.036001179,0.038453653,0.897714286,0.00664761
Flamingo5B_633,5,1,Rhizophora,mangle,NA,16.5,9.91,NA,1,0.187649011,0.237005926,0.098961144,0.16426041,0.897714286,0.021382465
Flamingo5B_633,6,1,Rhizophora,mangle,NA,18.6,13.54,NA,1,0.256225105,0.320041513,0.121766243,0.220933608,0.897714286,0.027171635
Flamingo5B_633,7,1,Rhizophora,mangle,NA,20.5,16.3,NA,1,0.329949948,0.408425398,0.144094012,0.280813235,0.897714286,0.033006358
Flamingo5B_633,8,1,Rhizophora,mangle,NA,20.3,12.24,NA,1,0.321645681,0.398508443,0.141669265,0.274116662,0.897714286,0.032365473
Flamingo5B_633,9,1,Rhizophora,mangle,NA,19.2,9.82,NA,1,0.278273096,0.346558298,0.128645449,0.238945698,0.897714286,0.028952918
Flamingo5B_633,10,1,Rhizophora,mangle,NA,23.6,12,NA,1,0.475838122,0.581364401,0.183869916,0.396741274,0.897714286,0.043743536
Flamingo5B_633,11,1,Rhizophora,mangle,NA,9.9,10.16,NA,1,0.049720963,0.065847611,0.040873754,0.046139718,0.897714286,0.007697687
Flamingo5B_733,1,1,Rhizophora,mangle,NA,16,17.01,NA,1,0.173220776,0.219408315,0.093827834,0.152196293,0.897714286,0.020106193
Flamingo5B_733,4,1,Rhizophora,mangle,NA,27.6,15.16,NA,1,0.714910439,0.860856398,0.241109111,0.580990203,0.897714286,0.05982849
Flamingo5B_733,5,1,Rhizophora,mangle,NA,11.6,6.46,NA,1,0.07507214,0.09796987,0.053774549,0.068434216,0.897714286,0.010568318
Flamingo5B_733,6,1,Rhizophora,mangle,NA,22.7,18.11,NA,1,0.430085949,0.527365227,0.171901932,0.360711813,0.897714286,0.040470782
Flamingo5B_733,7,1,Rhizophora,mangle,NA,5.9,6.11,NA,1,0.012945036,0.017987203,0.016685715,0.012839341,0.897714286,0.002733971
Flamingo5B_733,8,1,Rhizophora,mangle,NA,5.1,5.8,NA,1,0.00886279,0.012482553,0.012965939,0.008997392,0.897714286,0.002042821
Flamingo5B_733,9,1,Rhizophora,mangle,NA,7.5,8.43,NA,1,0.02415724,0.032827443,0.025277321,0.023176235,0.897714286,0.004417865
Flamingo5B_733,10,1,Rhizophora,mangle,NA,15.6,15.2,NA,1,0.162185484,0.2059138,0.08980462,0.142932271,0.897714286,0.01911345
Flamingo1_100,7,1,Laguncularia,racemosa,NA,13.2,17.44,NA,1,0.105046176,0.058263008,0.052687512,0.064131909,0.61,0.013684778
Flamingo1_100,12,1,Laguncularia,racemosa,NA,15.1,16.01,NA,1,0.149014348,0.078241231,0.068300756,0.089579599,0.61,0.017907864
Flamingo1_100,14,1,Laguncularia,racemosa,NA,8.6,11.35,NA,1,0.022188184,0.022774089,0.023045281,0.022101908,0.61,0.005808805
Flamingo1_100,15,1,Laguncularia,racemosa,NA,10.7,18.1,NA,1,0.06085354,0.036767797,0.035132632,0.038036249,0.61,0.008992024
Flamingo1_100,16,1,Laguncularia,racemosa,NA,28.1,17.88,NA,1,0.749073541,0.305344675,0.226466098,0.412347453,0.61,0.062015824
Flamingo1_100,18,1,Laguncularia,racemosa,NA,29.4,19.29,NA,1,0.842541078,0.337171844,0.247121395,0.460029728,0.61,0.067886676
Flamingo1_250,1,1,Laguncularia,racemosa,NA,5.9,10.05,NA,1,0.008649792,0.009969252,0.011136389,0.008724377,0.61,0.002733971
Flamingo1_250,3,1,Laguncularia,racemosa,NA,13.5,10.72,NA,1,0.111366821,0.061205488,0.055022988,0.067817887,0.61,0.014313882
Flamingo1_250,4,1,Laguncularia,racemosa,NA,6.8,9.4,NA,1,0.012335249,0.013609406,0.014646781,0.012365585,0.61,0.003631681
Flamingo1_250,5,1,Laguncularia,racemosa,NA,29.2,16.18,NA,1,0.827719981,0.332163553,0.243887141,0.452503435,0.61,0.066966189
Flamingo1_250,8,1,Laguncularia,racemosa,NA,23.8,18.06,NA,1,0.486393893,0.212155324,0.164359014,0.275209127,0.61,0.044488094
Flamingo1_400,1,1,Laguncularia,racemosa,NA,16.1,15.43,NA,1,0.176049705,0.090051648,0.077299012,0.105028083,0.61,0.020358306
Flamingo1_400,2,1,Laguncularia,racemosa,NA,34.2,14.19,NA,1,1.248406154,0.469726919,0.330879899,0.661689832,0.61,0.091863311
Flamingo1_400,3,1,Laguncularia,racemosa,NA,9.9,21.63,NA,1,0.031547403,0.031008247,0.030239592,0.0313521,0.61,0.007697687
Flamingo1_400,4,1,Laguncularia,racemosa,NA,18.3,16.27,NA,1,0.245618378,0.119246155,0.098976161,0.144213941,0.61,0.026302199
Flamingo1_400,6,1,Laguncularia,racemosa,NA,17.6,15.13,NA,1,0.221932529,0.109473395,0.091799317,0.130956189,0.61,0.024328494
Flamingo1_400,7,1,Laguncularia,racemosa,NA,11.4,17.24,NA,1,0.071753095,0.042247869,0.039703278,0.044531847,0.61,0.010207035
Flamingo1_400,8,1,Laguncularia,racemosa,NA,8.3,10.12,NA,1,0.020303498,0.021068491,0.021518932,0.020239227,0.61,0.005410608
Flamingo1_400,9,1,Laguncularia,racemosa,NA,14.2,11.82,NA,1,0.127009943,0.068379132,0.060661969,0.076898561,0.61,0.015836769
Flamingo1_400,10,1,Laguncularia,racemosa,NA,12.8,12.08,NA,1,0.09696923,0.054462021,0.049649541,0.059406543,0.61,0.012867964
Flamingo1_400,11,1,Laguncularia,racemosa,NA,9,12.29,NA,1,0.0248589,0.025161,0.025158691,0.024741556,0.61,0.006361725
Flamingo1_400,12,1,Laguncularia,racemosa,NA,9.4,20.68,NA,1,0.027713748,0.027677835,0.027361302,0.027563218,0.61,0.006939778
Flamingo1_400,13,1,Laguncularia,racemosa,NA,10.9,13.59,NA,1,0.063855296,0.038291332,0.036411045,0.03982964,0.61,0.009331316
Flamingo1_400,17,1,Laguncularia,racemosa,NA,17.6,12.36,NA,1,0.221932529,0.109473395,0.091799317,0.130956189,0.61,0.024328494
Flamingo1_600,1,1,Laguncularia,racemosa,NA,6,14.5,NA,1,0.009020981,0.01034345,0.011503551,0.009091154,0.61,0.002827433
Flamingo1_600,2,1,Laguncularia,racemosa,NA,5,7.6,NA,1,0.008416,0.008416,0.008416,0.005826605,0.61,0.001963495
Flamingo1_600,3,1,Laguncularia,racemosa,NA,7.2,13.78,NA,1,0.014230065,0.015426322,0.016355044,0.014237643,0.61,0.004071504
Flamingo1_600,4,1,Laguncularia,racemosa,NA,10,13.33,NA,1,0.0323501,0.031699077,0.03083188,0.032145365,0.61,0.007853982
Flamingo1_600,5,1,Laguncularia,racemosa,NA,6.1,11.54,NA,1,0.009401566,0.010725159,0.011876448,0.009467197,0.61,0.002922467
Flamingo1_600,6,1,Laguncularia,racemosa,NA,6.2,8.51,NA,1,0.009791627,0.011114403,0.012255075,0.009852585,0.61,0.003019071
Flamingo1_600,7,1,Laguncularia,racemosa,NA,9.3,18.19,NA,1,0.026982551,0.027036386,0.026802302,0.026840526,0.61,0.006792909
Flamingo1_600,8,1,Laguncularia,racemosa,NA,6.5,13.97,NA,1,0.011019427,0.012327581,0.013425262,0.011065618,0.61,0.003318307
Flamingo1_600,9,1,Laguncularia,racemosa,NA,9.4,17.07,NA,1,0.027713748,0.027677835,0.027361302,0.027563218,0.61,0.006939778
Flamingo1_600,10,1,Laguncularia,racemosa,NA,11.3,15.15,NA,1,0.070128085,0.041439623,0.039033851,0.043566204,0.61,0.010028749
Flamingo1_600,11,1,Laguncularia,racemosa,NA,5.2,11.59,NA,1,0.006307888,0.007558095,0.008727432,0.006409416,0.61,0.002123717
Flamingo1_600,12,1,Laguncularia,racemosa,NA,11.1,12.26,NA,1,0.066946484,0.039848567,0.03771146,0.041672821,0.61,0.009676891
Flamingo1_600,13,1,Laguncularia,racemosa,NA,7.7,10.28,NA,1,0.01683071,0.017872647,0.018617746,0.016807314,0.61,0.004656626
Flamingo1_600,14,1,Laguncularia,racemosa,NA,11.9,13.45,NA,1,0.080225074,0.046416862,0.0431326,0.049551577,0.61,0.011122023
Flamingo1_600,18,1,Laguncularia,racemosa,NA,12.7,17.55,NA,1,0.095011834,0.053533531,0.04890364,0.058258711,0.61,0.012667687
Flamingo1_600,19,1,Laguncularia,racemosa,NA,13.7,16.32,NA,1,0.115707497,0.063211018,0.056607072,0.070343441,0.61,0.014741138
Flamingo1_600,20,1,Laguncularia,racemosa,NA,10,13.91,NA,1,0.0323501,0.031699077,0.03083188,0.032145365,0.61,0.007853982
Flamingo1_700,1,1,Laguncularia,racemosa,NA,10.8,11.24,NA,1,0.0623433,0.037525359,0.035769086,0.038926747,0.61,0.009160884
Flamingo1_700,2,1,Laguncularia,racemosa,NA,5.5,8.89,NA,1,0.007257422,0.00854708,0.009725232,0.007348278,0.61,0.002375829
Flamingo1_700,3,1,Laguncularia,racemosa,NA,5.2,8.73,NA,1,0.006307888,0.007558095,0.008727432,0.006409416,0.61,0.002123717
Flamingo1_700,4,1,Laguncularia,racemosa,NA,9.3,10.95,NA,1,0.026982551,0.027036386,0.026802302,0.026840526,0.61,0.006792909
Flamingo1_700,5,1,Laguncularia,racemosa,NA,6,10.08,NA,1,0.009020981,0.01034345,0.011503551,0.009091154,0.61,0.002827433
Flamingo1_700,6,1,Laguncularia,racemosa,NA,8.1,12.1,NA,1,0.019102411,0.01997143,0.020529392,0.019052221,0.61,0.005152997
Flamingo1_700,7,1,Laguncularia,racemosa,NA,6.4,11.89,NA,1,0.010600481,0.011915591,0.013029488,0.010651717,0.61,0.003216991
Flamingo1_700,8,1,Laguncularia,racemosa,NA,8.6,12.72,NA,1,0.022188184,0.022774089,0.023045281,0.022101908,0.61,0.005808805
Flamingo1_700,9,1,Laguncularia,racemosa,NA,9.1,12.86,NA,1,0.02555519,0.025777985,0.025700992,0.025429755,0.61,0.006503882
Flamingo1_700,11,1,Laguncularia,racemosa,NA,7.4,13.38,NA,1,0.015238946,0.016381371,0.017243174,0.015234469,0.61,0.00430084
Flamingo2_100,6,1,Laguncularia,racemosa,NA,19,15.23,NA,1,0.270799207,0.129475027,0.106412942,0.158222669,0.61,0.028352874
Flamingo2_100,11,1,Laguncularia,racemosa,NA,10.1,15.26,NA,1,0.052374947,0.032398193,0.031429701,0.032950592,0.61,0.008011847
Flamingo2_100,14,1,Laguncularia,racemosa,NA,12.6,13.25,NA,1,0.093078943,0.052613719,0.04816318,0.057124193,0.61,0.012468981
Flamingo2_100,16,1,Laguncularia,racemosa,NA,8.3,10.42,NA,1,0.020303498,0.021068491,0.021518932,0.020239227,0.61,0.005410608
Flamingo2_100,17,1,Laguncularia,racemosa,NA,15.3,14.85,NA,1,0.154200487,0.080531188,0.070057472,0.092553828,0.61,0.018385386
Flamingo2_100,21,1,Laguncularia,racemosa,NA,20,15.25,NA,1,0.309432563,0.144885451,0.11748648,0.179556542,0.61,0.031415927
Flamingo2_100,22,1,Laguncularia,racemosa,NA,22,20.62,NA,1,0.396448697,0.178555857,0.141213356,0.226981132,0.61,0.038013271
Flamingo2_100,27,1,Laguncularia,racemosa,NA,13.8,19.28,NA,1,0.117916247,0.064226983,0.057407236,0.071626813,0.61,0.014957123
Flamingo2_250,1,1,Laguncularia,racemosa,NA,9.3,11.15,NA,1,0.026982551,0.027036386,0.026802302,0.026840526,0.61,0.006792909
Flamingo2_250,2,1,Laguncularia,racemosa,NA,13.3,14.21,NA,1,0.107127826,0.059235076,0.05346058,0.065346978,0.61,0.013892908
Flamingo2_250,3,1,Laguncularia,racemosa,NA,23.9,13.59,NA,1,0.491725315,0.214114546,0.165694445,0.278045018,0.61,0.044862728
Flamingo2_250,4,1,Laguncularia,racemosa,NA,26.1,16.21,NA,1,0.618234653,0.259710353,0.196388557,0.344665623,0.61,0.053502108
Flamingo2_250,5,1,Laguncularia,racemosa,NA,21.6,12.47,NA,1,0.377979093,0.17151536,0.136299964,0.216982298,0.61,0.036643537
Flamingo2_250,9,1,Laguncularia,racemosa,NA,25.2,13.8,NA,1,0.564325183,0.240479001,0.183528301,0.316428892,0.61,0.049875925
Flamingo2_250,10,1,Laguncularia,racemosa,NA,21.6,14.35,NA,1,0.377979093,0.17151536,0.136299964,0.216982298,0.61,0.036643537
Flamingo2_250,11,1,Laguncularia,racemosa,NA,14.4,13.92,NA,1,0.131713565,0.070508348,0.062321746,0.079617951,0.61,0.016286016
Flamingo2_250,12,1,Laguncularia,racemosa,NA,24.6,16.43,NA,1,0.530053008,0.228103917,0.175188162,0.298362154,0.61,0.047529155
Flamingo2_550,4,1,Laguncularia,racemosa,NA,21.2,16.73,NA,1,0.360048714,0.164628627,0.131470469,0.207241859,0.61,0.035298935
Flamingo2_550,5,1,Laguncularia,racemosa,NA,16.9,12.8,NA,1,0.199707078,0.100153337,0.084883121,0.118439379,0.61,0.022431757
Flamingo2_550,6,1,Laguncularia,racemosa,NA,21.4,12.08,NA,1,0.368946875,0.168052807,0.133874722,0.212079867,0.61,0.035968094
Flamingo2_550,8,1,Laguncularia,racemosa,NA,18.5,20.1,NA,1,0.252658852,0.122122001,0.101074461,0.14813938,0.61,0.026880252
Flamingo2_550,10,1,Laguncularia,racemosa,NA,24.7,20.32,NA,1,0.535673428,0.230141752,0.176565204,0.301331367,0.61,0.047916357
Flamingo2_550,11,1,Laguncularia,racemosa,NA,12.2,12.32,NA,1,0.08559011,0.049020971,0.045255824,0.052718371,0.61,0.011689866
Flamingo2_550,12,1,Laguncularia,racemosa,NA,17,11.54,NA,1,0.202794056,0.10145719,0.085855163,0.120182527,0.61,0.022698007
Flamingo2_550,13,1,Laguncularia,racemosa,NA,8.7,8.38,NA,1,0.022838825,0.023358698,0.023565256,0.022744972,0.61,0.005944679
Flamingo2_550,14,1,Laguncularia,racemosa,NA,7.2,5.72,NA,1,0.014230065,0.015426322,0.016355044,0.014237643,0.61,0.004071504
Flamingo2_550,17,1,Laguncularia,racemosa,NA,14.2,13.29,NA,1,0.127009943,0.068379132,0.060661969,0.076898561,0.61,0.015836769
Flamingo2_550,18,1,Laguncularia,racemosa,NA,9.5,13.67,NA,1,0.028456707,0.028327474,0.02792586,0.028297527,0.61,0.007088218
Flamingo2_650,3,1,Laguncularia,racemosa,NA,23.8,14.41,NA,1,0.486393893,0.212155324,0.164359014,0.275209127,0.61,0.044488094
Flamingo2_650,4,1,Laguncularia,racemosa,NA,9.1,10.15,NA,1,0.02555519,0.025777985,0.025700992,0.025429755,0.61,0.006503882
Flamingo2_650,5,1,Laguncularia,racemosa,NA,14.4,9.57,NA,1,0.131713565,0.070508348,0.062321746,0.079617951,0.61,0.016286016
Flamingo2_650,6,1,Laguncularia,racemosa,NA,8,11.97,NA,1,0.018518278,0.019434846,0.020043044,0.018474956,0.61,0.005026548
Flamingo2_650,8,1,Laguncularia,racemosa,NA,18.3,16.6,NA,1,0.245618378,0.119246155,0.098976161,0.144213941,0.61,0.026302199
Flamingo2_650,9,1,Laguncularia,racemosa,NA,27.9,14.65,NA,1,0.735290498,0.300600203,0.223365509,0.405270819,0.61,0.061136178
Flamingo2_650,11,1,Laguncularia,racemosa,NA,14.2,13.63,NA,1,0.127009943,0.068379132,0.060661969,0.076898561,0.61,0.015836769
Flamingo2_650,14,1,Laguncularia,racemosa,NA,22.2,19.5,NA,1,0.405887577,0.182133937,0.14370148,0.232077876,0.61,0.038707563
Flamingo2_650,16,1,Laguncularia,racemosa,NA,18.6,16.45,NA,1,0.256225105,0.123573911,0.102131564,0.15012516,0.61,0.027171635
Flamingo5B_133,1,1,Laguncularia,racemosa,NA,20.4,26.56,NA,1,0.325781531,0.151314237,0.122063614,0.188530466,0.61,0.03268513
Flamingo5B_133,2,1,Laguncularia,racemosa,NA,13.2,26.56,NA,1,0.105046176,0.058263008,0.052687512,0.064131909,0.61,0.013684778
Flamingo5B_133,5,1,Laguncularia,racemosa,NA,22.6,21.98,NA,1,0.425177199,0.189406098,0.148740517,0.242466851,0.61,0.040114997
Flamingo5B_133,6,1,Laguncularia,racemosa,NA,17.3,21.8,NA,1,0.212230547,0.105423854,0.088803274,0.12550172,0.61,0.023506182
Flamingo5B_133,9,1,Laguncularia,racemosa,NA,30.4,15.15,NA,1,0.919092755,0.362826216,0.263600371,0.498705593,0.61,0.072583357
Flamingo5B_133,10,1,Laguncularia,racemosa,NA,24.8,22.6,NA,1,0.541330373,0.232189448,0.17794744,0.304317322,0.61,0.048305129
Flamingo5B_133,11,1,Laguncularia,racemosa,NA,14,17.21,NA,0,0.122411133,0.066285375,0.059023792,0.074234954,0.61,0.015393804
Flamingo5B_133,13,1,Laguncularia,racemosa,NA,27,23.15,NA,1,0.675202143,0.279748992,0.209667958,0.374276166,0.61,0.057255526
Flamingo5B_133,15,1,Laguncularia,racemosa,NA,20.5,17.63,NA,1,0.329949948,0.152945174,0.123221063,0.190813577,0.61,0.033006358
Flamingo5B_133,16,1,Laguncularia,racemosa,NA,22,13.24,NA,1,0.396448697,0.178555857,0.141213356,0.226981132,0.61,0.038013271
Flamingo5B_133,18,1,Laguncularia,racemosa,NA,25.3,20.26,NA,1,0.570166084,0.24257612,0.184936488,0.319498804,0.61,0.050272551
Flamingo5B_133,22,1,Laguncularia,racemosa,NA,20.18,17.39,NA,1,0.316725511,0.147759621,0.119535759,0.183563472,0.61,0.031983958
Flamingo5B_133,25,1,Laguncularia,racemosa,NA,17.63,20.5,NA,1,0.222917435,0.109882918,0.092101555,0.131509108,0.61,0.024411502
Flamingo5B_133,26,1,Laguncularia,racemosa,NA,13.24,22,NA,1,0.10587582,0.058650785,0.052996088,0.06461631,0.61,0.013767841
Flamingo5B_133,28,1,Laguncularia,racemosa,NA,20.26,25.3,NA,1,0.320000437,0.149046892,0.120452029,0.185360777,0.61,0.03223805
Flamingo5B_133,32,1,Laguncularia,racemosa,NA,17.39,20.18,NA,1,0.215113139,0.106630002,0.089697057,0.127123819,0.61,0.023751391
Flamingo5B_233,1,1,Laguncularia,racemosa,NA,19.7,20.41,NA,1,0.297509072,0.140163318,0.114108978,0.172991857,0.61,0.030480517
Flamingo5B_233,3,1,Laguncularia,racemosa,NA,29,26.37,NA,1,0.813060419,0.327195999,0.240673424,0.445046571,0.61,0.066051986
Flamingo5B_233,9,1,Laguncularia,racemosa,NA,22.4,20.25,NA,1,0.415463498,0.185750662,0.146210538,0.237239728,0.61,0.039408138
Flamingo5B_233,10,1,Laguncularia,racemosa,NA,23,16.49,NA,1,0.445020891,0.196833367,0.153863187,0.253117553,0.61,0.041547563
Flamingo5B_233,11,1,Laguncularia,racemosa,NA,13.7,20.89,NA,1,0.115707497,0.063211018,0.056607072,0.070343441,0.61,0.014741138
Flamingo5B_233,20,1,Laguncularia,racemosa,NA,27.2,21.01,NA,1,0.68828321,0.284312189,0.212675756,0.381043906,0.61,0.058106898
Flamingo5B_233,21,1,Laguncularia,racemosa,NA,18.8,15.83,NA,1,0.26345014,0.126505755,0.104261663,0.154142982,0.61,0.027759113
Flamingo5B_33,1,1,Laguncularia,racemosa,NA,20,11.46,NA,1,0.309432563,0.144885451,0.11748648,0.179556542,0.61,0.031415927
Flamingo5B_33,2,1,Laguncularia,racemosa,NA,21.2,20,NA,1,0.360048714,0.164628627,0.131470469,0.207241859,0.61,0.035298935
Flamingo5B_33,7,1,Laguncularia,racemosa,NA,27.3,27,NA,1,0.694881753,0.286608853,0.214187395,0.384453443,0.61,0.05853494
Flamingo5B_33,8,1,Laguncularia,racemosa,NA,21.2,14.2,NA,1,0.360048714,0.164628627,0.131470469,0.207241859,0.61,0.035298935
Flamingo5B_33,11,1,Laguncularia,racemosa,NA,13.3,13.61,NA,1,0.107127826,0.059235076,0.05346058,0.065346978,0.61,0.013892908
Flamingo5B_333,1,1,Laguncularia,racemosa,NA,20.3,22.58,NA,1,0.321645681,0.149692805,0.120911429,0.186263231,0.61,0.032365473
Flamingo5B_333,2,1,Laguncularia,racemosa,NA,14.5,21.89,NA,1,0.134104957,0.071586285,0.063159727,0.080998663,0.61,0.016512996
Flamingo5B_333,3,1,Laguncularia,racemosa,NA,21.4,14.73,NA,1,0.368946875,0.168052807,0.133874722,0.212079867,0.61,0.035968094
Flamingo5B_333,4,1,Laguncularia,racemosa,NA,27.4,22.14,NA,1,0.701519082,0.288915571,0.215704192,0.387880108,0.61,0.058964553
Flamingo5B_333,5,1,Laguncularia,racemosa,NA,22.1,22.14,NA,1,0.401151053,0.18034007,0.1424548,0.229521376,0.61,0.038359632
Flamingo5B_333,10,1,Laguncularia,racemosa,NA,16,14.3,NA,1,0.173220776,0.088829919,0.07637506,0.103417914,0.61,0.020106193
Flamingo5B_433,1,1,Laguncularia,racemosa,NA,27.4,24.45,NA,1,0.701519082,0.288915571,0.215704192,0.387880108,0.61,0.058964553
Flamingo5B_433,7,1,Laguncularia,racemosa,NA,31.1,23,NA,1,0.975135656,0.381394557,0.275440343,0.526818188,0.61,0.075964496
Flamingo5B_433,9,1,Laguncularia,racemosa,NA,14.5,14.69,NA,1,0.134104957,0.071586285,0.063159727,0.080998663,0.61,0.016512996
Flamingo5B_433,11,1,Laguncularia,racemosa,NA,26.6,23.82,NA,1,0.649501682,0.270742924,0.20371432,0.360945639,0.61,0.055571632
Flamingo5B_433,13,1,Laguncularia,racemosa,NA,20.4,16.22,NA,1,0.325781531,0.151314237,0.122063614,0.188530466,0.61,0.03268513
Flamingo5B_733,2,1,Laguncularia,racemosa,NA,25.8,18.68,NA,1,0.599928178,0.253210469,0.192055183,0.335101267,0.61,0.052279243
Flamingo5B_733,3,1,Laguncularia,racemosa,NA,33.2,16.69,NA,1,1.155705135,0.440138895,0.312461492,0.616325934,0.61,0.086569727