study_id,site_id,plot_id,tree_id,live_or_dead,genus,species,dbh,tree_height,agb,tree_area_m2,n,tree_area_m2_to_forest_area_m2,plot_size_m2,agb_m2
simard_2006,Flamingo1,100,1,live,Avicennia,germinans,7.4,9.25,17071.99060309692,0.004300713500000001,18,0.009,0.4778570555555557,35726.14530771981
simard_2006,Flamingo1,100,2,live,Avicennia,germinans,13.5,15.11,72265.17855206826,0.014313459375000002,18,0.009,1.5903843750000004,45438.81321272931
simard_2006,Flamingo1,100,3,live,Avicennia,germinans,10.7,13.69,41366.53096798948,0.008991758374999999,18,0.009,0.9990842638888888,41404.44651482367
simard_2006,Flamingo1,100,4,live,Avicennia,germinans,11.4,15.7,48161.46387375026,0.0102067335,18,0.009,1.1340815000000002,42467.37458793769
simard_2006,Flamingo1,100,5,live,Avicennia,germinans,11,11.19,44204.906881624105,0.0095030375,18,0.009,1.0558930555555557,41864.947069252004
simard_2006,Flamingo1,100,6,live,Avicennia,germinans,12.7,15.4,62410.399986729906,0.012667313375000001,18,0.009,1.407479263888889,44341.96764951898
simard_2006,Flamingo1,100,7,live,Laguncularia,racemosa,13.2,17.44,105046.1757404831,0.013684374,18,0.009,1.520486,69087.23641025508
simard_2006,Flamingo1,100,8,live,Rhizophora,mangle,13.7,10.79,115707.49721800807,0.014740703374999999,18,0.009,1.6378559305555556,70645.71129816066
simard_2006,Flamingo1,100,9,live,Avicennia,germinans,17.3,14.67,131050.50027996748,0.023505488375,18,0.009,2.6117209305555558,50177.834372254656
simard_2006,Flamingo1,100,10,live,Avicennia,germinans,20.7,14.5,201584.3742027563,0.033652533374999995,18,0.009,3.7391703749999996,53911.52421150543
simard_2006,Flamingo1,100,11,live,Avicennia,germinans,14.1,20.06,80214.68937170562,0.015614040375000002,18,0.009,1.7348933750000004,46236.09181267731
simard_2006,Flamingo1,100,12,live,Laguncularia,racemosa,15.1,16.01,149014.3484213142,0.017907335375,18,0.009,1.9897039305555557,74892.72455711897
simard_2006,Flamingo1,100,13,live,Avicennia,germinans,13.2,16.74,68470.81079338568,0.013684374,18,0.009,1.520486,45032.187598824115
simard_2006,Flamingo1,100,14,live,Laguncularia,racemosa,8.6,11.35,22188.18415963574,0.005808633499999999,18,0.009,0.6454037222222222,34378.76695727518
simard_2006,Flamingo1,100,15,live,Laguncularia,racemosa,10.7,18.1,60853.53998401058,0.008991758374999999,18,0.009,0.9990842638888888,60909.31684494861
simard_2006,Flamingo1,100,16,live,Laguncularia,racemosa,28.1,17.88,749073.5407824302,0.06201399537500001,18,0.009,6.890443930555557,108711.94197817592
simard_2006,Flamingo1,100,17,live,Rhizophora,mangle,15.8,16,167647.25671147628,0.019606101500000004,18,0.009,2.178455722222223,76956.92641412093
simard_2006,Flamingo1,100,18,live,Laguncularia,racemosa,29.4,19.29,842541.0784149825,0.06788467349999999,18,0.009,7.5427415,111702.23431559766
simard_2006,Flamingo1,250,1,live,Laguncularia,racemosa,5.9,10.05,8649.791972690275,0.0027338903750000003,9,0.0045,0.6075311944444446,14237.609610482727
simard_2006,Flamingo1,250,2,live,Rhizophora,mangle,6.7,7.99,18017.001396369134,0.0035255483750000005,9,0.0045,0.7834551944444447,22996.84975494375
simard_2006,Flamingo1,250,3,live,Laguncularia,racemosa,13.5,10.72,111366.82112846817,0.014313459375000002,9,0.0045,3.180768750000001,35012.54881495806
simard_2006,Flamingo1,250,4,live,Laguncularia,racemosa,6.8,9.4,12335.248854342064,0.003631574,9,0.0045,0.8070164444444444,15285.003099080259
simard_2006,Flamingo1,250,5,live,Laguncularia,racemosa,29.2,16.18,827719.9806924534,0.06696421400000001,9,0.0045,14.880936444444448,55622.842270888745
simard_2006,Flamingo1,250,6,live,Rhizophora,mangle,27.2,12.56,688283.2102861946,0.058105184,9,0.0045,12.91226311111111,53304.61471884979
simard_2006,Flamingo1,250,7,live,Rhizophora,mangle,31.9,20.26,1041702.7271430301,0.079920545375,9,0.0045,17.760121194444444,58654.03257883656
simard_2006,Flamingo1,250,8,live,Laguncularia,racemosa,23.8,18.06,486393.89309848537,0.04448678150000001,9,0.0045,9.885951444444448,49200.51406603068
simard_2006,Flamingo1,250,9,live,Avicennia,germinans,51.3,19.48,1779957.824405674,0.206686353375,9,0.0045,45.93030075,38753.454589684436
simard_2006,Flamingo1,400,1,live,Laguncularia,racemosa,16.1,15.43,176049.70548240864,0.020357705375000004,20,0.01,2.0357705375000004,86478.16747490807
simard_2006,Flamingo1,400,2,live,Laguncularia,racemosa,34.2,14.19,1248406.1542352508,0.09186060150000001,20,0.01,9.186060150000001,135902.24033480237
simard_2006,Flamingo1,400,3,live,Laguncularia,racemosa,9.9,21.63,31547.40347369015,0.007697460375000001,20,0.01,0.7697460375000001,40984.17131986879
simard_2006,Flamingo1,400,4,live,Laguncularia,racemosa,18.3,16.27,245618.37766692735,0.026301423375000008,20,0.01,2.6301423375000006,93385.96400846967
simard_2006,Flamingo1,400,5,live,Rhizophora,mangle,12.8,15.18,96969.22982799368,0.012867584000000001,20,0.01,1.2867584,75359.31362716861
simard_2006,Flamingo1,400,6,live,Laguncularia,racemosa,17.6,15.13,221932.52868137957,0.024327776000000006,20,0.01,2.4327776000000005,91225.98328814747
simard_2006,Flamingo1,400,7,live,Laguncularia,racemosa,11.4,17.24,71753.09499624702,0.0102067335,20,0.01,1.02067335,70299.76338291484
simard_2006,Flamingo1,400,8,live,Laguncularia,racemosa,8.3,10.12,20303.49788848746,0.0054104483750000015,20,0.01,0.5410448375000001,37526.4608055473
simard_2006,Flamingo1,400,9,live,Laguncularia,racemosa,14.2,11.82,127009.94284131694,0.0158363015,20,0.01,1.58363015,80201.77112775791
simard_2006,Flamingo1,400,10,live,Laguncularia,racemosa,12.8,12.08,96969.22982799368,0.012867584000000001,20,0.01,1.2867584,75359.31362716861
simard_2006,Flamingo1,400,11,live,Laguncularia,racemosa,9,12.29,24858.9,0.0063615375,20,0.01,0.63615375,39076.874104727045
simard_2006,Flamingo1,400,12,live,Laguncularia,racemosa,9.4,20.68,27713.74826071439,0.006939573500000002,20,0.01,0.6939573500000001,39935.80911091205
simard_2006,Flamingo1,400,13,live,Laguncularia,racemosa,10.9,13.59,63855.29562171462,0.009331040375,20,0.01,0.9331040375,68433.20043153776
simard_2006,Flamingo1,400,14,live,Rhizophora,mangle,13.7,17.78,115707.49721800807,0.014740703374999999,20,0.01,1.4740703375,78495.23477573408
simard_2006,Flamingo1,400,15,live,Avicennia,germinans,24,17.79,287498.12442075694,0.0452376,20,0.01,4.52376,63552.91271436967
simard_2006,Flamingo1,400,16,live,Avicennia,germinans,24.7,10.7,308035.4668173895,0.047914943375,20,0.01,4.7914943375,64287.974715234544
simard_2006,Flamingo1,400,17,live,Laguncularia,racemosa,17.6,12.36,221932.52868137957,0.024327776000000006,20,0.01,2.4327776000000005,91225.98328814747
simard_2006,Flamingo1,400,18,live,Avicennia,germinans,38.6,19.08,899368.2812580263,0.11701773350000001,20,0.01,11.701773350000002,76857.43471163933
simard_2006,Flamingo1,400,19,live,Avicennia,germinans,36,15.39,760771.1545794918,0.1017846,20,0.01,10.17846,74743.24746371178
simard_2006,Flamingo1,400,20,live,Avicennia,germinans,29.7,13.31,479450.2109428221,0.069277143375,20,0.01,6.9277143375,69207.56076034177
simard_2006,Flamingo1,500,1,live,Avicennia,germinans,26.9,14.41,378036.30330063676,0.05683052037499999,14,0.007,8.118645767857142,46563.96080210021
simard_2006,Flamingo1,500,2,live,Rhizophora,mangle,9.1,12.45,39938.85823860167,0.006503690374999999,14,0.007,0.9290986249999998,42986.67241984313
simard_2006,Flamingo1,500,3,live,Rhizophora,mangle,7,10.07,20190.307308746218,0.0038483375,14,0.007,0.5497625,36725.50839452712
simard_2006,Flamingo1,500,4,live,Rhizophora,mangle,9.6,8.81,45897.943931215,0.007238016000000001,14,0.007,1.0340022857142859,44388.62908268024
simard_2006,Flamingo1,500,5,live,Avicennia,germinans,11.9,15.26,53387.64242424161,0.011121695375000002,14,0.007,1.5888136250000002,33602.20581205149
simard_2006,Flamingo1,500,6,live,Avicennia,germinans,17.9,16.11,142224.79289531414,0.025164200374999997,14,0.007,3.5948857678571424,39563.0910353216
simard_2006,Flamingo1,500,7,live,Avicennia,germinans,32.3,17.62,586427.1776916069,0.08193738837499999,14,0.007,11.70534119642857,50099.11012850547
simard_2006,Flamingo1,500,8,live,Rhizophora,mangle,5.2,5.09,9321.734271611225,0.0021236540000000004,14,0.007,0.3033791428571429,30726.35179802292
simard_2006,Flamingo1,500,9,live,Rhizophora,mangle,8.9,8.79,37696.587948884364,0.006220955375000001,14,0.007,0.8887079107142858,42417.297623227285
simard_2006,Flamingo1,500,10,live,Rhizophora,mangle,9,10.99,38807.757669466366,0.0063615375,14,0.007,0.9087910714285714,42702.61767477824
simard_2006,Flamingo1,500,11,live,Rhizophora,mangle,8.7,7.68,35533.50777251611,0.005944503374999999,14,0.007,0.8492147678571428,41842.78125800758
simard_2006,Flamingo1,500,12,live,Rhizophora,mangle,11.1,12.99,66946.48354325371,0.009676605375,14,0.007,1.3823721964285713,48428.69649448487
simard_2006,Flamingo1,500,13,live,Rhizophora,mangle,10.4,13.56,56516.42825635549,0.008494616000000002,14,0.007,1.2135165714285716,46572.44044868989
simard_2006,Flamingo1,500,14,live,Rhizophora,mangle,6.4,8.39,15993.958232449071,0.0032168960000000003,14,0.007,0.4595565714285715,34803.02366851259
simard_2006,Flamingo1,600,1,live,Laguncularia,racemosa,6,14.5,9020.980824721888,0.00282735,20,0.01,0.282735,31906.13409985282
simard_2006,Flamingo1,600,2,live,Laguncularia,racemosa,5,7.6,5718.743852455712,0.0019634375000000003,20,0.01,0.19634375000000004,29126.182282123627
simard_2006,Flamingo1,600,3,live,Laguncularia,racemosa,7.2,13.78,14230.064702942598,0.004071384000000001,20,0.01,0.40713840000000007,34951.41873854835
simard_2006,Flamingo1,600,4,live,Laguncularia,racemosa,10,13.33,51037.33926495836,0.007853750000000001,20,0.01,0.7853750000000002,64984.67517422677
simard_2006,Flamingo1,600,5,live,Laguncularia,racemosa,6.1,11.54,9401.566477397419,0.002922380375,20,0.01,0.2922380375,32170.919835845867
simard_2006,Flamingo1,600,6,live,Laguncularia,racemosa,6.2,8.51,9791.626915585213,0.0030189815000000006,20,0.01,0.30189815000000003,32433.543947139828
simard_2006,Flamingo1,600,7,live,Laguncularia,racemosa,9.3,18.19,26982.550906746383,0.006792708375000001,20,0.01,0.6792708375000001,39722.81661031323
simard_2006,Flamingo1,600,8,live,Laguncularia,racemosa,6.5,13.97,11019.427333081447,0.003318209375,20,0.01,0.3318209375,33208.95726503529
simard_2006,Flamingo1,600,9,live,Laguncularia,racemosa,9.4,17.07,27713.74826071439,0.006939573500000002,20,0.01,0.6939573500000001,39935.80911091205
simard_2006,Flamingo1,600,10,live,Laguncularia,racemosa,11.3,15.15,70128.08476345251,0.010028453375000001,20,0.01,1.0028453375000002,69929.11283635748
simard_2006,Flamingo1,600,11,live,Laguncularia,racemosa,5.2,11.59,6307.8882790116695,0.0021236540000000004,20,0.01,0.21236540000000004,29702.994362601763
simard_2006,Flamingo1,600,12,live,Laguncularia,racemosa,11.1,12.26,66946.48354325371,0.009676605375,20,0.01,0.9676605374999999,69183.8521349784
simard_2006,Flamingo1,600,13,live,Laguncularia,racemosa,7.7,10.28,16830.710374315913,0.004656488375000001,20,0.01,0.4656488375000001,36144.64166747954
simard_2006,Flamingo1,600,14,live,Laguncularia,racemosa,11.9,13.45,80225.0737118846,0.011121695375000002,20,0.01,1.1121695375000002,72133.85280468948
simard_2006,Flamingo1,600,15,live,Avicennia,germinans,38.3,16.46,882683.6723625849,0.11520587337499999,20,0.01,11.520587337499999,76617.94025808148
simard_2006,Flamingo1,600,16,live,Avicennia,germinans,24.4,15.46,299132.51259376795,0.046758086,20,0.01,4.6758086,63974.49899762106
simard_2006,Flamingo1,600,17,live,Avicennia,germinans,39.1,18.87,927581.8739686524,0.12006891537500003,20,0.01,12.006891537500003,77254.12285699614
simard_2006,Flamingo1,600,18,live,Laguncularia,racemosa,12.7,17.55,95011.83364357824,0.012667313375000001,20,0.01,1.2667313375,75005.5128746495
simard_2006,Flamingo1,600,19,live,Laguncularia,racemosa,13.7,16.32,115707.49721800807,0.014740703374999999,20,0.01,1.4740703375,78495.23477573408
simard_2006,Flamingo1,600,20,live,Laguncularia,racemosa,10,13.91,51037.33926495836,0.007853750000000001,20,0.01,0.7853750000000002,64984.67517422677
simard_2006,Flamingo1,700,1,live,Laguncularia,racemosa,10.8,11.24,62343.30036095594,0.009160614000000001,11,0.0055,1.6655661818181822,37430.69536444365
simard_2006,Flamingo1,700,2,live,Laguncularia,racemosa,5.5,8.89,7257.421674977795,0.002375759375,11,0.0055,0.43195625000000004,16801.288729999378
simard_2006,Flamingo1,700,3,live,Laguncularia,racemosa,5.2,8.73,6307.8882790116695,0.0021236540000000004,11,0.0055,0.3861189090909092,16336.646899430969
simard_2006,Flamingo1,700,4,live,Laguncularia,racemosa,9.3,10.95,26982.550906746383,0.006792708375000001,11,0.0055,1.2350378863636366,21847.549135672274
simard_2006,Flamingo1,700,5,live,Laguncularia,racemosa,6,10.08,9020.980824721888,0.00282735,11,0.0055,0.5140636363636364,17548.373754919052
simard_2006,Flamingo1,700,6,live,Laguncularia,racemosa,8.1,12.1,19102.410822705413,0.005152845375,11,0.0055,0.9368809772727273,20389.36779174744
simard_2006,Flamingo1,700,7,live,Laguncularia,racemosa,6.4,11.89,10600.480919887063,0.0032168960000000003,11,0.0055,0.5848901818181819,18123.882481553286
simard_2006,Flamingo1,700,8,live,Laguncularia,racemosa,8.6,12.72,22188.18415963574,0.005808633499999999,11,0.0055,1.0561151818181818,21009.246473890387
simard_2006,Flamingo1,700,9,live,Laguncularia,racemosa,9.1,12.86,25555.190016498756,0.006503690374999999,11,0.0055,1.182489159090909,21611.352476284384
simard_2006,Flamingo1,700,10,live,Avicennia,germinans,11.2,13.67,46158.45779015188,0.009851743999999999,11,0.0055,1.7912261818181818,25769.195570432537
simard_2006,Flamingo1,700,11,live,Laguncularia,racemosa,7.4,13.38,15238.946102693903,0.004300713500000001,11,0.0055,0.7819479090909093,19488.44152599713
simard_2006,Flamingo2,100,1,live,Rhizophora,mangle,7,10.74,20190.307308746218,0.0038483375,28,0.014,0.27488125,73451.01678905424
simard_2006,Flamingo2,100,2,live,Rhizophora,mangle,13.5,12.31,111366.82112846817,0.014313459375000002,28,0.014,1.022389955357143,108927.92964653623
simard_2006,Flamingo2,100,3,live,Rhizophora,mangle,9.8,10.34,48425.69049556167,0.007542741500000003,28,0.014,0.5387672500000001,89882.39447657901
simard_2006,Flamingo2,100,4,live,Rhizophora,mangle,12.6,10.81,93078.9429299201,0.0124686135,28,0.014,0.89061525,104510.83442588717
simard_2006,Flamingo2,100,5,live,Rhizophora,mangle,12,14.84,81989.69387821012,0.0113094,28,0.014,0.8078142857142857,101495.72163818961
simard_2006,Flamingo2,100,6,live,Laguncularia,racemosa,19,15.23,270799.2066381471,0.0283520375,28,0.014,2.0251455357142856,133718.39300558416
simard_2006,Flamingo2,100,7,live,Avicennia,germinans,25.8,14.83,341991.51412451075,0.0522777015,28,0.014,3.734121535714286,91585.53380054688
simard_2006,Flamingo2,100,8,live,Avicennia,germinans,37.8,14.41,855280.0763108417,0.11221752149999997,28,0.014,8.015537249999998,106702.77607540804
simard_2006,Flamingo2,100,9,live,Rhizophora,mangle,7.2,9.89,21724.636370214866,0.004071384000000001,28,0.014,0.2908131428571429,74703.07619792387
simard_2006,Flamingo2,100,10,live,Rhizophora,mangle,6,9,13523.256209268271,0.00282735,28,0.014,0.20195357142857143,66962.2038055974
simard_2006,Flamingo2,100,11,live,Laguncularia,racemosa,10.1,15.26,52374.9470627752,0.008011610374999999,28,0.014,0.5722578839285714,91523.32983727418
simard_2006,Flamingo2,100,12,live,Rhizophora,mangle,9.7,12.8,47151.39371562494,0.007389593375,28,0.014,0.5278280982142857,89330.96565935866
simard_2006,Flamingo2,100,13,live,Rhizophora,mangle,7.6,11.92,25003.647355942583,0.004536326,28,0.014,0.32402328571428574,77166.20520288801
simard_2006,Flamingo2,100,14,live,Laguncularia,racemosa,12.6,13.25,93078.9429299201,0.0124686135,28,0.014,0.89061525,104510.83442588717
simard_2006,Flamingo2,100,15,live,Avicennia,germinans,12,15.74,54470.70875315112,0.0113094,28,0.014,0.8078142857142857,67429.7418558116
simard_2006,Flamingo2,100,16,live,Laguncularia,racemosa,8.3,10.42,20303.49788848746,0.0054104483750000015,28,0.014,0.3864605982142858,52537.04512776622
simard_2006,Flamingo2,100,17,live,Laguncularia,racemosa,15.3,14.85,154200.4869969079,0.018384843375,28,0.014,1.3132030982142857,117423.18245105585
simard_2006,Flamingo2,100,18,live,Avicennia,germinans,38.5,16.56,893786.4914169494,0.11641220937499999,28,0.014,8.315157812499999,107488.81880189205
simard_2006,Flamingo2,100,19,live,Avicennia,germinans,11.4,12.75,48161.46387375026,0.0102067335,28,0.014,0.7290523928571429,66060.3604701253
simard_2006,Flamingo2,100,20,live,Avicennia,germinans,15.3,18.24,97585.98939006848,0.018384843375,28,0.014,1.3132030982142857,74311.42183777015
simard_2006,Flamingo2,100,21,live,Laguncularia,racemosa,20,15.25,309432.5625380361,0.031415000000000005,28,0.014,2.243928571428572,137897.6882232215
simard_2006,Flamingo2,100,22,live,Laguncularia,racemosa,22,20.62,396448.69747266057,0.03801215,28,0.014,2.7151535714285715,146013.3605864769
simard_2006,Flamingo2,100,23,live,Avicennia,germinans,26.3,20.43,358114.4391207684,0.054323603375,28,0.014,3.8802573839285714,92291.4136067425
simard_2006,Flamingo2,100,24,live,Avicennia,germinans,28.2,17.25,423375.6687446238,0.06245616150000001,28,0.014,4.461154392857144,94902.71608229929
simard_2006,Flamingo2,100,25,live,Avicennia,germinans,32.7,15.71,604007.9321787559,0.08397936337500002,28,0.014,5.998525955357144,100692.72629208688
simard_2006,Flamingo2,100,26,live,Rhizophora,mangle,19.4,15.78,285872.594355308,0.0295583735,28,0.014,2.1113123928571427,135400.4245522614
simard_2006,Flamingo2,100,27,live,Laguncularia,racemosa,13.8,19.28,117916.24745471367,0.014956681500000003,28,0.014,1.068334392857143,110373.91311475016
simard_2006,Flamingo2,100,28,live,Rhizophora,mangle,6.4,8,15993.958232449071,0.0032168960000000003,28,0.014,0.22977828571428574,69606.04733702519
simard_2006,Flamingo2,250,1,live,Laguncularia,racemosa,9.3,11.15,26982.550906746383,0.006792708375000001,14,0.007,0.9703869107142858,27805.97162721926
simard_2006,Flamingo2,250,2,live,Laguncularia,racemosa,13.3,14.21,107127.82601390027,0.013892498375000003,14,0.007,1.9846426250000004,53978.39624345479
simard_2006,Flamingo2,250,3,live,Laguncularia,racemosa,23.9,13.59,491725.3154937552,0.044861405374999996,14,0.007,6.408772196428571,76726.91436399939
simard_2006,Flamingo2,250,4,live,Laguncularia,racemosa,26.1,16.21,618234.6529734427,0.05350053037500001,14,0.007,7.642932910714286,80889.71343798755
simard_2006,Flamingo2,250,5,live,Laguncularia,racemosa,21.6,12.47,377979.0926721384,0.036642456000000004,14,0.007,5.234636571428572,72207.3228034979
simard_2006,Flamingo2,250,6,live,Avicennia,germinans,29.4,18.75,467909.247752202,0.06788467349999999,14,0.007,9.6978105,48248.95761287581
simard_2006,Flamingo2,250,7,live,Rhizophora,mangle,13.7,14.55,115707.49721800807,0.014740703374999999,14,0.007,2.105814767857143,54946.66434301385
simard_2006,Flamingo2,250,8,live,Avicennia,germinans,37.8,19.16,855280.0763108417,0.11221752149999997,14,0.007,16.031074499999995,53351.38803770402
simard_2006,Flamingo2,250,9,live,Laguncularia,racemosa,25.2,13.8,564325.1831686231,0.049874454,14,0.007,7.124922,79204.4015595712
simard_2006,Flamingo2,250,10,live,Laguncularia,racemosa,21.6,14.35,377979.0926721384,0.036642456000000004,14,0.007,5.234636571428572,72207.3228034979
simard_2006,Flamingo2,250,11,live,Laguncularia,racemosa,14.4,13.92,131713.564990996,0.016285536000000003,14,0.007,2.326505142857143,56614.34508124092
simard_2006,Flamingo2,250,12,live,Laguncularia,racemosa,24.6,16.43,530053.0082675319,0.04752775350000001,14,0.007,6.789679071428573,78067.46131757989
simard_2006,Flamingo2,250,13,live,Rhizophora,mangle,21,13.52,351283.8561383045,0.03463503750000001,14,0.007,4.947862500000001,70997.09341929054
simard_2006,Flamingo2,250,14,live,Rhizophora,mangle,28.7,19.85,791372.503873158,0.064690553375,14,0.007,9.241507625,85632.40284868109
simard_2006,Flamingo2,550,1,live,Avicennia,germinans,35.9,16.75,755709.2050765357,0.10121991537500001,18,0.009,11.24665726388889,67194.11709139477
simard_2006,Flamingo2,550,2,live,Rhizophora,mangle,8.6,10.24,34481.32916698685,0.005808633499999999,18,0.009,0.6454037222222222,53425.984356369125
simard_2006,Flamingo2,550,3,live,Rhizophora,mangle,5.7,7.47,11834.847058748363,0.002551683375,18,0.009,0.28352037500000005,41742.49225914843
simard_2006,Flamingo2,550,4,live,Laguncularia,racemosa,21.2,16.73,360048.7136056741,0.035297894,18,0.009,3.921988222222223,91802.59939732002
simard_2006,Flamingo2,550,5,live,Laguncularia,racemosa,16.9,12.8,199707.07791242495,0.022431095374999998,18,0.009,2.4923439305555557,80128.21804569695
simard_2006,Flamingo2,550,6,live,Laguncularia,racemosa,21.4,12.08,368946.874738271,0.035967033499999995,18,0.009,3.9963370555555553,92321.26059671947
simard_2006,Flamingo2,550,7,live,Rhizophora,mangle,21.3,19.2,364481.0840765181,0.03563167837500001,18,0.009,3.9590753750000016,92062.17350093213
simard_2006,Flamingo2,550,8,live,Laguncularia,racemosa,18.5,20.1,252658.85230003117,0.026879459374999998,18,0.009,2.986606597222222,84597.2993346441
simard_2006,Flamingo2,550,9,live,Avicennia,germinans,20.2,20.48,190095.27506808445,0.032046441499999995,18,0.009,3.560715722222222,53386.815993680924
simard_2006,Flamingo2,550,10,live,Laguncularia,racemosa,24.7,20.32,535673.4278314644,0.047914943375,18,0.009,5.323882597222222,100617.06246320238
simard_2006,Flamingo2,550,11,live,Laguncularia,racemosa,12.2,12.32,85590.11008018251,0.0116895215,18,0.009,1.2988357222222222,65897.56396116322
simard_2006,Flamingo2,550,12,live,Laguncularia,racemosa,17,11.54,202794.0556811667,0.0226973375,18,0.009,2.521926388888889,80412.3611912851
simard_2006,Flamingo2,550,13,live,Laguncularia,racemosa,8.7,8.38,22838.825445264258,0.005944503374999999,18,0.009,0.6605003749999999,34578.0658266307
simard_2006,Flamingo2,550,14,live,Laguncularia,racemosa,7.2,5.72,14230.064702942598,0.004071384000000001,18,0.009,0.4523760000000001,31456.27686469352
simard_2006,Flamingo2,550,15,live,Avicennia,germinans,17.5,14.4,134716.05375385942,0.024052109375000002,18,0.009,2.6724565972222227,50409.07077551216
