PublicationID,First_Author,Year,Publication_Type,Source,Latitude,Longitude,Ecosystem,CCAP_Class,Climate_Zone,delSOC1,delSOC1units,delSOC1method,delSOC2,delSOC2units,delSOC2method
2,Bianchi,2013,1,1,27.93,-97.02,marsh,Palustrine Emergent Wetlan,subtropical,125,gC_m2,1,NA,NA,NA
2,Bianchi,2013,1,1,27.93,-97.02,mangrove,Palustrine Forested Wetlan,subtropical,253,gC_m2,1,NA,NA,NA
2,Bianchi,2013,1,1,27.93,-97.02,marsh,Palustrine Emergent Wetlan,subtropical,NA,NA,NA,101,gC_m2,2
2,Bianchi,2013,1,1,27.93,-97.02,mangrove,Palustrine Forested Wetlan,subtropical,NA,NA,NA,270,gC_m2,2
4,Callaway,2012,1,1,38,-122,marsh,NA,mediterranean,40.4,gC_m2,1,52.3,gC_m2,2
4,Callaway,2012,1,1,38,-122,marsh,NA,mediterranean,48,gC_m2,1,58.7,gC_m2,2
4,Callaway,2012,1,1,38,-122,marsh,NA,mediterranean,52.7,gC_m2,1,89.6,gC_m2,2
4,Callaway,2012,1,1,38,-122,marsh,NA,mediterranean,57.1,gC_m2,1,87.7,gC_m2,2
4,Callaway,2012,1,1,38,-122,marsh,NA,mediterranean,57.5,gC_m2,1,66.2,gC_m2,2
4,Callaway,2012,1,1,38,-122,marsh,NA,mediterranean,62.7,gC_m2,1,96.7,gC_m2,2
4,Callaway,2012,1,1,38,-122,marsh,NA,mediterranean,72,gC_m2,1,79.8,gC_m2,2
4,Callaway,2012,1,1,38,-122,marsh,NA,mediterranean,87.6,gC_m2,1,100.3,gC_m2,2
4,Callaway,2012,1,1,38,-122,marsh,NA,mediterranean,88.9,gC_m2,1,158.4,gC_m2,2
4,Callaway,2012,1,1,38,-122,marsh,NA,mediterranean,90.8,gC_m2,1,87,gC_m2,2
4,Callaway,2012,1,1,38,-122,marsh,NA,mediterranean,91.3,gC_m2,1,117.9,gC_m2,2
4,Callaway,2012,1,1,38,-122,marsh,NA,mediterranean,95.8,gC_m2,1,141.9,gC_m2,2
4,Callaway,2012,1,1,38,-122,marsh,NA,mediterranean,111.2,gC_m2,1,187.5,gC_m2,2
4,Callaway,2012,1,1,38,-122,marsh,NA,mediterranean,116.5,gC_m2,1,151.8,gC_m2,2
4,Callaway,2012,1,1,38,-122,marsh,NA,mediterranean,116.9,gC_m2,1,157.9,gC_m2,2
4,Callaway,2012,1,1,38,-122,marsh,NA,mediterranean,NA,NA,NA,102.5,gC_m2,2
4,Callaway,2012,1,1,38,-122,marsh,NA,mediterranean,NA,NA,NA,117.9,gC_m2,2
4,Callaway,2012,1,1,38,-122,marsh,NA,mediterranean,NA,NA,NA,146.7,gC_m2,2
6,Craft,1993,1,1,35.9,-75.6,marsh,NA,subtropical,NA,NA,NA,21.3,gC_m2,2
6,Craft,1993,1,1,35.9,-75.6,marsh,NA,subtropical,NA,NA,NA,58.9,gC_m2,2
6,Craft,1993,1,1,35.3,-76.8,marsh,NA,subtropical,NA,NA,NA,106.5,gC_m2,2
6,Craft,1993,1,1,35.3,-76.8,marsh,NA,subtropical,NA,NA,NA,145.5,gC_m2,2
7,Craft,2002,1,1,32.25,-76.75,marsh,NA,temperate_warm,NA,NA,NA,118,gC_m2,2
7,Craft,2002,2,1,32.25,-76.75,marsh,NA,temperate_warm,NA,NA,NA,125,gC_m2,2
8,Craft,2003,1,1,34.5,-77,marsh,NA,temperate_warm,NA,NA,NA,1,gC_m2,2
8,Craft,2003,1,1,35,-76.5,marsh,NA,temperate_warm,NA,NA,NA,7.5,gC_m2,2
8,Craft,2003,1,1,34.5,-77,marsh,NA,temperate_warm,NA,NA,NA,18,gC_m2,2
8,Craft,2003,1,1,35,-76.5,marsh,NA,temperate_warm,NA,NA,NA,21,gC_m2,2
8,Craft,2003,1,1,34.5,-77,marsh,NA,temperate_warm,NA,NA,NA,27,gC_m2,2
8,Craft,2003,1,1,34.5,-77,marsh,NA,temperate_warm,NA,NA,NA,30,gC_m2,2
8,Craft,2003,1,1,34,-78,marsh,NA,temperate_warm,NA,NA,NA,33,gC_m2,2
8,Craft,2003,1,1,35,-76.5,marsh,NA,temperate_warm,NA,NA,NA,34,gC_m2,2
8,Craft,2003,1,1,34.5,-77,marsh,NA,temperate_warm,NA,NA,NA,39,gC_m2,2
8,Craft,2003,1,1,35,-76.5,marsh,NA,temperate_warm,NA,NA,NA,39,gC_m2,2
8,Craft,2003,1,1,34.5,-77,marsh,NA,temperate_warm,NA,NA,NA,43,gC_m2,2
8,Craft,2003,1,1,34.5,-77,marsh,NA,temperate_warm,NA,NA,NA,62,gC_m2,2
8,Craft,2003,1,1,35,-76.5,marsh,NA,temperate_warm,NA,NA,NA,77,gC_m2,2
8,Craft,2003,1,1,34,-78,marsh,NA,temperate_warm,NA,NA,NA,99,gC_m2,2
8,Craft,2003,1,1,34.5,-77,marsh,NA,temperate_warm,NA,NA,NA,110,gC_m2,2
9,Craft,1998,1,1,26,-80.5,marsh,NA,subtropical,36,gC_m2,1,19,gC_m2,2
9,Craft,1998,1,1,26,-80.5,marsh,NA,subtropical,81,gC_m2,1,56,gC_m2,2
9,Craft,1998,1,1,26,-80.5,marsh,NA,subtropical,118,gC_m2,1,149,gC_m2,2
9,Craft,1998,1,1,26,-80.5,marsh,NA,subtropical,124,gC_m2,1,37,gC_m2,2
9,Craft,1998,1,1,26,-80.5,marsh,NA,subtropical,156,gC_m2,1,164,gC_m2,2
9,Craft,1998,1,1,26,-80.5,marsh,NA,subtropical,213,gC_m2,1,282,gC_m2,2
10,Craft,2007,1,1,31.53,-81.37,marsh,NA,temperate_warm,NA,NA,NA,13,gC_m2,2
10,Craft,2007,1,1,31.39,-81.29,marsh,NA,temperate_warm,NA,NA,NA,23,gC_m2,2
10,Craft,2007,1,1,31.53,-81.37,marsh,NA,temperate_warm,NA,NA,NA,26,gC_m2,2
10,Craft,2007,1,1,31.53,-81.37,marsh,NA,temperate_warm,NA,NA,NA,28,gC_m2,2
10,Craft,2007,1,1,31.39,-81.29,marsh,NA,temperate_warm,NA,NA,NA,29,gC_m2,2
10,Craft,2007,1,1,57.33,-82.37,marsh,NA,temperate_warm,NA,NA,NA,34,gC_m2,2
10,Craft,2007,1,1,31.39,-81.29,marsh,NA,temperate_warm,NA,NA,NA,48,gC_m2,2
10,Craft,2007,1,1,31.34,-82.37,tidal_fresh_marsh,NA,temperate_warm,NA,NA,NA,117,gC_m2,2
10,Craft,2007,1,1,31.34,-82.37,tidal_fresh_marsh,NA,temperate_warm,NA,NA,NA,142,gC_m2,2
11,Crooks,2014,1,1,47.49,-122.02,tidal_forest,Estuarine Forested Wetland,temperate_cold,58,gC_m2,1,NA,NA,NA
11,Crooks,2014,1,1,47.49,-122.02,tidal_fresh_marsh,Estuarine Emergent Wetland,temperate_cold,91.4,gC_m2,1,NA,NA,NA
11,Crooks,2014,1,1,47.49,-122.02,tidal_fresh_marsh,Estuarine Emergent Wetland,temperate_cold,110.2,gC_m2,1,NA,NA,NA
11,Crooks,2014,1,1,47.49,-122.02,tidal_forest,Estuarine Forested Wetland,temperate_cold,173.1,gC_m2,1,NA,NA,NA
11,Crooks,2014,1,1,47.49,-122.02,tidal_fresh_marsh,Estuarine Emergent Wetland,temperate_cold,352.1,gC_m2,1,NA,NA,NA
14,Campana,1998,1,1,37.52,-76.79,tidal_fresh_marsh,NA,temperate_warm,NA,NA,NA,129.2694419,gC_m2,2
14,Campana,1998,1,1,37.52,-76.79,tidal_fresh_marsh,NA,temperate_warm,NA,NA,NA,132.9687399,gC_m2,2
14,Campana,1998,1,1,37.52,-76.79,tidal_fresh_marsh,NA,temperate_warm,NA,NA,NA,159.5354335,gC_m2,2
14,Campana,1998,1,1,37.52,-76.79,tidal_fresh_marsh,NA,temperate_warm,NA,NA,NA,162.8574869,gC_m2,2
14,Campana,1998,1,1,37.52,-76.79,tidal_fresh_marsh,NA,temperate_warm,NA,NA,NA,197.9041777,gC_m2,2
18,Hatton,1983,1,1,29.13,-90,marsh,NA,subtropical,NA,NA,NA,269,gC_m2,2
18,Hatton,1983,1,1,29.13,-90,marsh,NA,subtropical,NA,NA,NA,306,gC_m2,2
18,Hatton,1983,1,1,29.13,-90,marsh,NA,subtropical,NA,NA,NA,348,gC_m2,2
18,Hatton,1983,1,1,29.13,-90,marsh,NA,subtropical,NA,NA,NA,435,gC_m2,2
18,Hatton,1983,1,1,29.13,-90,marsh,NA,subtropical,NA,NA,NA,477,gC_m2,2
18,Hatton,1983,1,1,29.13,-90,marsh,NA,subtropical,NA,NA,NA,675,gC_m2,2
18,Hatton,1983,1,1,29.13,-90,marsh,NA,subtropical,NA,NA,NA,797,gC_m2,2
18,Hatton,1983,1,1,29.13,-90,marsh,NA,subtropical,NA,NA,NA,826,gC_m2,2
20,Hussein,2004,1,1,38.35,-76.166667,marsh,NA,temperate_warm,83.5,gC_m2,1,NA,NA,NA
20,Hussein,2004,1,1,38.35,-76.166667,marsh,NA,temperate_warm,400,gC_m2,1,NA,NA,NA
21,Kearney,1991,1,1,38.3,-75.9,marsh,NA,temperate_warm,44.2883584,gC_m2,1,114.95552,gC_m2,2
21,Kearney,1991,1,1,38.3,-75.9,marsh,NA,temperate_warm,48.9691488,gC_m2,1,145.508043,gC_m2,2
21,Kearney,1991,1,1,38.3,-75.9,marsh,NA,temperate_warm,50.8115888,gC_m2,1,66.2164756,gC_m2,2
23,Loomis,2010,1,1,31.34,-82.37,marsh,NA,temperate_warm,NA,NA,NA,27,gC_m2,2
23,Loomis,2010,1,1,30.98,-81.46,marsh,NA,temperate_warm,NA,NA,NA,45,gC_m2,2
23,Loomis,2010,1,1,32.03,-81.13,marsh,NA,temperate_warm,NA,NA,NA,48,gC_m2,2
23,Loomis,2010,1,1,32.03,-81.13,marsh,NA,temperate_warm,NA,NA,NA,53,gC_m2,2
23,Loomis,2010,1,1,30.98,-81.46,marsh,NA,temperate_warm,NA,NA,NA,80,gC_m2,2
23,Loomis,2010,1,1,31.34,-82.37,tidal_fresh_marsh,NA,temperate_warm,NA,NA,NA,107,gC_m2,2
23,Loomis,2010,1,1,30.98,-81.46,tidal_fresh_marsh,NA,temperate_warm,NA,NA,NA,122,gC_m2,2
23,Loomis,2010,1,1,32.03,-81.13,tidal_fresh_marsh,NA,temperate_warm,NA,NA,NA,143,gC_m2,2
23,Loomis,2010,1,1,31.34,-82.37,marsh,NA,temperate_warm,NA,NA,NA,146,gC_m2,2
25,Marchio,2016,1,1,26.9,-81.48,mangrove,NA,subtropical,21,gC_m2,1,NA,NA,NA
25,Marchio,2016,1,1,26.9,-81.48,mangrove,NA,subtropical,47,gC_m2,1,NA,NA,NA
25,Marchio,2016,1,1,26.9,-81.48,mangrove,NA,subtropical,50,gC_m2,1,NA,NA,NA
25,Marchio,2016,1,1,26.9,-81.48,mangrove,NA,subtropical,74,gC_m2,1,NA,NA,NA
25,Marchio,2016,1,1,26.9,-81.48,mangrove,NA,subtropical,126,gC_m2,1,NA,NA,NA
25,Marchio,2016,1,1,26.9,-81.48,mangrove,NA,subtropical,127,gC_m2,1,NA,NA,NA
25,Marchio,2016,1,1,26.9,-81.48,mangrove,NA,subtropical,162,gC_m2,1,NA,NA,NA
30,Noe,2016,1,1,32.17,-81.08,tidal_fresh_marsh,NA,subtropical,21,gC_m2,1,NA,NA,NA
30,Noe,2016,1,1,32.17,-81.08,tidal_forest,NA,subtropical,56,gC_m2,1,NA,NA,NA
30,Noe,2016,1,1,32.17,-81.08,tidal_forest,NA,subtropical,61,gC_m2,1,NA,NA,NA
30,Noe,2016,1,1,32.17,-81.08,tidal_forest,NA,subtropical,65,gC_m2,1,NA,NA,NA
31,Nyman,1990,1,1,47.2,-95.15,tidal_fresh_marsh,NA,subtropical,NA,NA,NA,81.0901,gC_m2,2
31,Nyman,1990,1,1,47.2,-95.15,marsh,NA,subtropical,NA,NA,NA,130.56,gC_m2,2
31,Nyman,1990,1,1,47.2,-95.15,marsh,NA,subtropical,NA,NA,NA,189.504,gC_m2,2
31,Nyman,1990,1,1,47.2,-95.15,marsh,NA,subtropical,NA,NA,NA,211.5072,gC_m2,2
34,Perry,2009,1,1,29.16,-90.24,mangrove,NA,subtropical,NA,NA,NA,152.9204638,gC_m2,2
34,Perry,2009,1,1,29.16,-90.24,marsh,NA,subtropical,NA,NA,NA,155.8594232,gC_m2,2
42,Callaway,2012,1,1,38,-122,marsh,NA,mediterranean,81.4,gC_m2,1,87.9,gC_m2,2
42,Callaway,2012,1,1,38,-122,marsh,NA,mediterranean,89,gC_m2,1,106.8,gC_m2,2
42,Callaway,2012,1,1,38,-122,marsh,NA,mediterranean,99.2,gC_m2,1,98.6,gC_m2,2
42,Callaway,2012,1,1,38,-122,marsh,NA,mediterranean,133.3,gC_m2,1,105,gC_m2,2
42,Callaway,2012,1,1,38,-122,marsh,NA,mediterranean,142.1,gC_m2,1,121.5,gC_m2,2
42,Callaway,2012,1,1,38,-122,marsh,NA,mediterranean,172.8,gC_m2,1,149.9,gC_m2,2
46,Church,2006,1,1,39.78,-75.43,tidal_fresh_marsh,NA,temperate_warm,147.2,gC_m2,1,147.2,gC_m2,2
46,Church,2006,1,1,39.87,-75.2,tidal_fresh_marsh,NA,temperate_warm,155.8928571,gC_m2,1,242.5,gC_m2,2
47,Bryant,1998,1,1,29.7,-92.7,marsh,NA,subtropical,NA,NA,NA,323.5204661,gC_m2,2
47,Bryant,1998,1,1,29.5,-91.9,marsh,NA,subtropical,NA,NA,NA,357.5102739,gC_m2,2
47,Bryant,1998,1,1,29.7,-92.7,marsh,NA,subtropical,NA,NA,NA,371.8525,gC_m2,2
47,Bryant,1998,1,1,29.9,-93.5,marsh,NA,subtropical,NA,NA,NA,479.4861773,gC_m2,2
47,Bryant,1998,1,1,29.9,-93.5,marsh,NA,subtropical,NA,NA,NA,682.162228,gC_m2,2
47,Bryant,1998,1,1,29.6,-92.7,marsh,NA,subtropical,NA,NA,NA,804.6716947,gC_m2,2
47,Bryant,1998,1,1,29.6,-92.7,marsh,NA,subtropical,NA,NA,NA,804.68864,gC_m2,2
47,Bryant,1998,1,1,29.5,-91.9,marsh,NA,subtropical,NA,NA,NA,1958.88008,gC_m2,2
49,DeLaune,1986,1,1,29.72,-90.12,tidal_fresh_marsh,NA,subtropical,NA,NA,NA,175.440018,gC_m2,2
53,Koster,2007,1,1,44.01,-69.85,tidal_fresh_marsh,NA,temperate_cold,92.5101,gC_m2,1,NA,NA,NA
54,Callaway,1987,1,1,30.4,-88.9,marsh,NA,subtropical,NA,NA,NA,95.13631362,gC_m2,2
54,Callaway,1987,1,1,29.1,-95.6,marsh,NA,subtropical,NA,NA,NA,120.5856474,gC_m2,2
54,Callaway,1997,1,1,25,-81.5,mangrove,NA,subtropical,NA,NA,NA,125.1508548,gC_m2,2
54,Callaway,1987,1,1,28.4,-96.8,marsh,NA,subtropical,NA,NA,NA,149.5208232,gC_m2,2
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,18.93800357,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,42.06,-73.91,tidal_fresh_marsh,NA,temperate_warm,23.24939968,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,24.29378274,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,27.61548713,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,42.06,-73.91,tidal_fresh_marsh,NA,temperate_warm,56.2038509,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,58.41867038,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,65.96317867,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,42.06,-73.91,tidal_fresh_marsh,NA,temperate_warm,67.72817446,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,75.3991286,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,78.536281,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,97.86388701,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,100.5825824,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,131.3575435,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,42.06,-73.91,tidal_fresh_marsh,NA,temperate_warm,142.0979683,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,42.06,-73.91,tidal_fresh_marsh,NA,temperate_warm,148.5567055,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,160.8763906,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,190.8398616,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,42.06,-73.91,tidal_fresh_marsh,NA,temperate_warm,221.190669,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,221.4039605,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,228.2944058,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,229.5273334,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,249.3616975,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,308.3359756,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,311.2635117,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,319.9842454,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,359.2379659,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,389.5165003,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,416.6965605,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,492.6893355,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,508.112258,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,568.3058947,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,585.5636408,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,673.4485098,gC_m2,1,NA,NA,NA
55,Merrill,1999,1,1,38.78,-76.7,tidal_fresh_marsh,NA,temperate_warm,811.6411987,gC_m2,1,NA,NA,NA
57,Neubauer,2002,1,1,37.52,-76.79,tidal_fresh_marsh,NA,temperate_warm,NA,NA,NA,207,gC_m2,2
61,Nyman,2006,1,1,29.92,-92.95,tidal_fresh_marsh,NA,subtropical,NA,NA,NA,145.6811126,gC_m2,2
61,Nyman,2006,1,1,29.63,-90.67,tidal_fresh_marsh,NA,subtropical,NA,NA,NA,182.3103638,gC_m2,2
61,Nyman,2006,1,1,29.72,-90.24,tidal_fresh_marsh,NA,subtropical,NA,NA,NA,427.5726807,gC_m2,2
62,Orson,1990,1,1,39.87,-75.2,tidal_fresh_marsh,NA,temperate_warm,95.73120792,gC_m2,1,NA,NA,NA
62,Orson,1990,1,1,39.87,-75.2,tidal_fresh_marsh,NA,temperate_warm,102.6181997,gC_m2,1,NA,NA,NA
62,Orson,1990,1,1,39.87,-75.2,tidal_fresh_marsh,NA,temperate_warm,136.9381541,gC_m2,1,NA,NA,NA
62,Orson,1990,1,1,39.87,-75.2,tidal_fresh_marsh,NA,temperate_warm,143.5141095,gC_m2,1,NA,NA,NA
63,Hatton,1981,2,1,29.5,-90,tidal_fresh_marsh,NA,subtropical,NA,NA,NA,145,gC_m2,2
63,Hatton,1981,2,1,29.5,-90,marsh,NA,subtropical,NA,NA,NA,154,gC_m2,2
63,Hatton,1981,2,1,29.5,-90,marsh,NA,subtropical,NA,NA,NA,183,gC_m2,2
63,Hatton,1981,2,1,29.5,-90,marsh,NA,subtropical,NA,NA,NA,200,gC_m2,2
63,Hatton,1981,2,1,29.5,-90,tidal_fresh_marsh,NA,subtropical,NA,NA,NA,250,gC_m2,2
63,Hatton,1981,2,1,29.5,-90,marsh,NA,subtropical,NA,NA,NA,393,gC_m2,2
63,Hatton,1981,2,1,29.5,-90,marsh,NA,subtropical,NA,NA,NA,415,gC_m2,2
63,Hatton,1981,2,1,29.5,-90,marsh,NA,subtropical,NA,NA,NA,469,gC_m2,2
64,Smith,1983,1,1,29.72,-90.12,tidal_fresh_marsh,NA,subtropical,NA,NA,NA,224,gC_m2,2
65,Markewich,1998,2,1,30,-89.9,marsh,NA,subtropical,NA,NA,NA,167.5,gC_m2,2
65,Markewich,1998,2,1,30,-89.9,marsh,NA,subtropical,NA,NA,NA,202.5,gC_m2,2
66,Villa,2015,1,1,26.38,-81.58,tidal_forest,NA,subtropical,64,gC_m2,1,NA,NA,NA
66,Villa,2015,1,1,26.38,-81.58,tidal_fresh_marsh,NA,subtropical,98,gC_m2,1,NA,NA,NA
66,Villa,2015,1,1,26.38,-81.58,tidal_forest,NA,subtropical,98,gC_m2,1,NA,NA,NA
69,Orson,1998,1,1,40.51,-73.02,marsh,NA,mediterranean,73.7575,gC_m2,1,81.13325,gC_m2,2
72,Roman,1997,1,1,41.5,-70,marsh,NA,temperate_cold,118.96192,gC_m2,1,NA,NA,NA
72,Roman,1997,1,1,41.5,-70,marsh,NA,temperate_cold,142.4544,gC_m2,1,NA,NA,NA
72,Roman,1997,1,1,41.5,-70,marsh,NA,temperate_cold,336.26736,gC_m2,1,NA,NA,NA
75,Lynch,1989,1,1,26,-81.7,mangrove,NA,subtropical,69,gC_m2,1,NA,NA,NA
75,Lynch,1989,1,1,26,-81.7,mangrove,NA,subtropical,86,gC_m2,1,NA,NA,NA
75,Lynch,1989,1,1,26,-81.7,mangrove,NA,subtropical,90,gC_m2,1,NA,NA,NA
75,Lynch,1989,1,1,26,-81.7,mangrove,NA,subtropical,99,gC_m2,1,NA,NA,NA
90,Marchio,2016,1,1,26.9,-81.48,mangrove,NA,subtropical,21,gC_m2,1,NA,NA,NA
90,Marchio,2016,1,1,26.9,-81.48,mangrove,NA,subtropical,47,gC_m2,1,NA,NA,NA
90,Marchio,2016,1,1,26.9,-81.48,mangrove,NA,subtropical,50,gC_m2,1,NA,NA,NA
90,Marchio,2016,1,1,26.9,-81.48,mangrove,NA,subtropical,74,gC_m2,1,NA,NA,NA
90,Marchio,2016,1,1,26.9,-81.48,mangrove,NA,subtropical,126,gC_m2,1,NA,NA,NA
90,Marchio,2016,1,1,26.9,-81.48,mangrove,NA,subtropical,127,gC_m2,1,NA,NA,NA
90,Marchio,2016,1,1,26.9,-81.48,mangrove,NA,subtropical,162,gC_m2,1,NA,NA,NA
